업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,328641.0
쇼핑업,레저용품쇼핑,622.0
쇼핑업,기타관광쇼핑,72020.0
숙박업,기타숙박,3858.0
식음료업,일반외식업,71218.0
식음료업,제과음료업,6755.0
여가서비스업,관광유원시설,1187.0
여가서비스업,골프장,19081.0
여가서비스업,기타레저,1629.0
여가서비스업,문화서비스,458.0
운송업,육상운송,6686.0
의료웰니스업,의료관광,4813.0
의료웰니스업,뷰티,2168.0
