기준연월,업종대분류명,소비액(천원)
202007,전체,1663324.0
202007,숙박업,231532.0
202007,여행업,2706.0
202007,운송업,3222.0
202007,쇼핑업,423354.0
202007,여가서비스업,1002509.0
