업종중분류명,업체명,방문자수,순위
음식,일산칼국수/본점,32.0,1
음식,포레스트아웃팅스,26.0,2
음식,설문커피,23.0,3
음식,가나안덕/일산본점,19.0,4
음식,맥도날드/중산DT점,19.0,5
음식,쿠우쿠우/일산호수공원점,16.0,6
음식,돈까스클럽/일산동구점,15.0,7
음식,고봉산장어집,9.0,8
음식,양수가든/본점,9.0,9
음식,르쁠라,8.0,10
쇼핑,코스트코홀세일/일산점,106.0,1
쇼핑,라페스타,80.0,2
쇼핑,벨라시타,44.0,3
쇼핑,뉴코아아울렛/일산점,39.0,4
쇼핑,롯데백화점/일산점,38.0,5
쇼핑,이마트/풍산점,31.0,6
쇼핑,홈플러스/일산점,20.0,7
쇼핑,이마트/일산점,16.0,8
쇼핑,홈플러스/고양터미널점,10.0,9
쇼핑,롯데아울렛/고양터미널점,6.0,10
문화관광,일산호수공원,63.0,1
문화관광,CGV/일산,6.0,2
문화관광,중산체육공원,4.0,3
문화관광,메가박스/백석,2.0,4
문화관광,정발산공원,2.0,5
문화관광,두루미공원,2.0,6
문화관광,와글아이/일산차움라이프센터점,1.0,7
문화관광,메가박스/일산벨라시타,1.0,8
문화관광,밤가시공원,1.0,9
문화관광,지영구장,1.0,10
