업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,4183,2088,100.3,24700,14797,66.9
레저스포츠,1154,842,37.1,24700,14797,66.9
문화관광,3058,1532,99.6,24700,14797,66.9
쇼핑,5286,2826,87.0,24700,14797,66.9
숙박,777,363,114.0,24700,14797,66.9
역사관광,393,213,84.5,24700,14797,66.9
음식,9391,6765,38.8,24700,14797,66.9
자연관광,338,156,116.7,24700,14797,66.9
체험관광,120,12,900.0,24700,14797,66.9
