SCCNT_DE,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE
20241105,속초여행,여행,국내여행,강원도,887,308,1195
20241105,여수여행,여행,국내여행,전라남도,754,298,1052
20241105,군산여행,여행,국내여행,전라북도,737,204,941
20241105,전주여행,여행,국내여행,전라북도,595,228,823
20241105,강릉여행,여행,국내여행,강원도,541,272,813
20241105,대전여행,여행,국내여행,대전광역시,520,231,751
20241105,대구여행,여행,국내여행,대구광역시,443,187,630
20241106,부산여행,여행,국내여행,부산광역시,1049,514,1563
20241106,경주여행,여행,국내여행,경상북도,871,374,1245
20241106,속초여행,여행,국내여행,강원도,834,335,1169
20241106,제주여행,여행,국내여행,제주특별자치도,744,296,1040
20241106,군산여행,여행,국내여행,전라북도,739,273,1012
20241106,여수여행,여행,국내여행,전라남도,641,264,905
20241106,전주여행,여행,국내여행,전라북도,547,225,772
20241106,강릉여행,여행,국내여행,강원도,548,215,763
20241106,대전여행,여행,국내여행,대전광역시,423,194,617
20241106,대구여행,여행,국내여행,대구광역시,423,161,584
20241107,부산여행,여행,국내여행,부산광역시,1170,524,1694
20241107,경주여행,여행,국내여행,경상북도,856,379,1235
20241107,속초여행,여행,국내여행,강원도,905,286,1191
20241107,제주여행,여행,국내여행,제주특별자치도,753,306,1059
20241107,군산여행,여행,국내여행,전라북도,784,268,1052
20241107,여수여행,여행,국내여행,전라남도,587,284,871
20241107,강릉여행,여행,국내여행,강원도,528,282,810
20241107,전주여행,여행,국내여행,전라북도,536,269,805
20241107,대전여행,여행,국내여행,대전광역시,458,198,656
20241107,대구여행,여행,국내여행,대구광역시,426,158,584
20241108,부산여행,여행,국내여행,부산광역시,1156,484,1640
20241108,속초여행,여행,국내여행,강원도,1035,285,1320
20241108,경주여행,여행,국내여행,경상북도,870,301,1171
20241108,군산여행,여행,국내여행,전라북도,839,273,1112
20241108,제주여행,여행,국내여행,제주특별자치도,733,333,1066
20241108,여수여행,여행,국내여행,전라남도,663,229,892
20241108,강릉여행,여행,국내여행,강원도,572,240,812
20241108,전주여행,여행,국내여행,전라북도,552,177,729
20241108,대전여행,여행,국내여행,대전광역시,453,162,615
20241108,대구여행,여행,국내여행,대구광역시,420,140,560
20241109,부산여행,여행,국내여행,부산광역시,1266,199,1465
20241109,속초여행,여행,국내여행,강원도,1203,93,1296
20241109,경주여행,여행,국내여행,경상북도,943,154,1097
20241109,군산여행,여행,국내여행,전라북도,961,98,1059
20241109,제주여행,여행,국내여행,제주특별자치도,725,138,863
20241109,여수여행,여행,국내여행,전라남도,686,102,788
20241109,강릉여행,여행,국내여행,강원도,595,95,690
20241109,전주여행,여행,국내여행,전라북도,578,84,662
20241109,대구여행,여행,국내여행,대구광역시,483,49,532
20241109,대전여행,여행,국내여행,대전광역시,472,57,529
20241110,부산여행,여행,국내여행,부산광역시,1442,207,1649
20241110,경주여행,여행,국내여행,경상북도,961,141,1102
20241110,군산여행,여행,국내여행,전라북도,960,107,1067
20241110,제주여행,여행,국내여행,제주특별자치도,837,151,988
20241110,여수여행,여행,국내여행,전라남도,741,114,855
20241110,속초여행,여행,국내여행,강원도,701,96,797
20241110,강릉여행,여행,국내여행,강원도,668,106,774
20241110,전주여행,여행,국내여행,전라북도,623,97,720
20241110,대구여행,여행,국내여행,대구광역시,500,69,569
20241110,대전여행,여행,국내여행,대전광역시,420,76,496
20241111,부산여행,여행,국내여행,부산광역시,1198,580,1778
20241111,경주여행,여행,국내여행,경상북도,870,446,1316
20241111,제주여행,여행,국내여행,제주특별자치도,884,384,1268
20241111,군산여행,여행,국내여행,전라북도,756,243,999
20241111,여수여행,여행,국내여행,전라남도,635,316,951
20241111,속초여행,여행,국내여행,강원도,615,258,873
20241111,전주여행,여행,국내여행,전라북도,566,236,802
20241111,강릉여행,여행,국내여행,강원도,552,247,799
20241111,대구여행,여행,국내여행,대구광역시,430,154,584
20241111,대전여행,여행,국내여행,대전광역시,378,174,552
20241112,부산여행,여행,국내여행,부산광역시,1094,525,1619
20241112,경주여행,여행,국내여행,경상북도,847,433,1280
20241112,제주여행,여행,국내여행,제주특별자치도,787,385,1172
20241112,군산여행,여행,국내여행,전라북도,745,263,1008
20241112,여수여행,여행,국내여행,전라남도,644,300,944
20241112,강릉여행,여행,국내여행,강원도,528,284,812
20241112,전주여행,여행,국내여행,전라북도,539,257,796
20241112,속초여행,여행,국내여행,강원도,533,220,753
20241112,대전여행,여행,국내여행,대전광역시,412,222,634
20241112,대구여행,여행,국내여행,대구광역시,402,166,568
20241113,부산여행,여행,국내여행,부산광역시,1142,547,1689
20241113,경주여행,여행,국내여행,경상북도,856,364,1220
20241113,제주여행,여행,국내여행,제주특별자치도,753,368,1121
20241113,군산여행,여행,국내여행,전라북도,724,253,977
20241113,여수여행,여행,국내여행,전라남도,610,258,868
20241113,강릉여행,여행,국내여행,강원도,566,283,849
20241113,속초여행,여행,국내여행,강원도,529,223,752
20241113,전주여행,여행,국내여행,전라북도,460,227,687
20241113,대구여행,여행,국내여행,대구광역시,408,158,566
20241113,대전여행,여행,국내여행,대전광역시,358,167,525
20241114,부산여행,여행,국내여행,부산광역시,1156,530,1686
20241114,경주여행,여행,국내여행,경상북도,779,401,1180
20241114,제주여행,여행,국내여행,제주특별자치도,747,295,1042
20241114,여수여행,여행,국내여행,전라남도,646,290,936
20241114,군산여행,여행,국내여행,전라북도,698,205,903
20241114,강릉여행,여행,국내여행,강원도,529,275,804
20241114,속초여행,여행,국내여행,강원도,519,204,723
20241114,전주여행,여행,국내여행,전라북도,492,189,681
20241114,대구여행,여행,국내여행,대구광역시,408,140,548
20241114,대전여행,여행,국내여행,대전광역시,354,140,494
20241115,부산여행,여행,국내여행,부산광역시,1263,474,1737
20241115,경주여행,여행,국내여행,경상북도,880,283,1163
20241115,제주여행,여행,국내여행,제주특별자치도,797,256,1053
20241115,군산여행,여행,국내여행,전라북도,819,193,1012
20241115,여수여행,여행,국내여행,전라남도,703,217,920
20241115,속초여행,여행,국내여행,강원도,600,238,838
20241115,강릉여행,여행,국내여행,강원도,609,220,829
20241115,전주여행,여행,국내여행,전라북도,514,206,720
20241115,대전여행,여행,국내여행,대전광역시,419,157,576
20241115,대구여행,여행,국내여행,대구광역시,397,174,571
20241116,부산여행,여행,국내여행,부산광역시,1336,198,1534
20241116,군산여행,여행,국내여행,전라북도,1024,82,1106
20241116,경주여행,여행,국내여행,경상북도,872,135,1007
20241116,제주여행,여행,국내여행,제주특별자치도,822,170,992
20241116,여수여행,여행,국내여행,전라남도,673,110,783
20241116,강릉여행,여행,국내여행,강원도,680,101,781
20241116,속초여행,여행,국내여행,강원도,606,86,692
20241116,전주여행,여행,국내여행,전라북도,534,93,627
20241116,대전여행,여행,국내여행,대전광역시,483,74,557
20241116,대구여행,여행,국내여행,대구광역시,470,65,535
20241117,부산여행,여행,국내여행,부산광역시,1471,169,1640
20241117,경주여행,여행,국내여행,경상북도,1081,125,1206
20241117,제주여행,여행,국내여행,제주특별자치도,923,140,1063
20241117,군산여행,여행,국내여행,전라북도,846,97,943
20241117,여수여행,여행,국내여행,전라남도,794,100,894
20241117,속초여행,여행,국내여행,강원도,705,98,803
20241117,강릉여행,여행,국내여행,강원도,650,127,777
20241117,전주여행,여행,국내여행,전라북도,611,85,696
20241117,대구여행,여행,국내여행,대구광역시,479,79,558
20241117,대전여행,여행,국내여행,대전광역시,412,63,475
20241118,부산여행,여행,국내여행,부산광역시,1525,650,2175
20241118,경주여행,여행,국내여행,경상북도,866,398,1264
20241118,제주여행,여행,국내여행,제주특별자치도,894,355,1249
20241118,여수여행,여행,국내여행,전라남도,673,309,982
20241118,강릉여행,여행,국내여행,강원도,600,356,956
20241118,군산여행,여행,국내여행,전라북도,687,209,896
20241118,속초여행,여행,국내여행,강원도,560,237,797
20241118,전주여행,여행,국내여행,전라북도,556,208,764
20241118,대구여행,여행,국내여행,대구광역시,435,183,618
20241118,대전여행,여행,국내여행,대전광역시,412,183,595
20241119,부산여행,여행,국내여행,부산광역시,1316,625,1941
20241119,제주여행,여행,국내여행,제주특별자치도,800,365,1165
20241119,경주여행,여행,국내여행,경상북도,746,366,1112
20241119,여수여행,여행,국내여행,전라남도,680,304,984
20241119,군산여행,여행,국내여행,전라북도,615,232,847
20241119,강릉여행,여행,국내여행,강원도,501,276,777
20241119,속초여행,여행,국내여행,강원도,480,233,713
20241119,전주여행,여행,국내여행,전라북도,454,206,660
20241119,대구여행,여행,국내여행,대구광역시,362,173,535
20241119,대전여행,여행,국내여행,대전광역시,366,139,505
20241120,부산여행,여행,국내여행,부산광역시,1232,533,1765
20241120,경주여행,여행,국내여행,경상북도,717,344,1061
20241120,제주여행,여행,국내여행,제주특별자치도,730,295,1025
20241120,군산여행,여행,국내여행,전라북도,661,210,871
20241120,여수여행,여행,국내여행,전라남도,577,222,799
20241120,강릉여행,여행,국내여행,강원도,529,269,798
20241120,속초여행,여행,국내여행,강원도,525,239,764
20241120,전주여행,여행,국내여행,전라북도,445,223,668
20241120,대전여행,여행,국내여행,대전광역시,466,124,590
20241120,대구여행,여행,국내여행,대구광역시,372,133,505
20241121,부산여행,여행,국내여행,부산광역시,1350,536,1886
20241121,경주여행,여행,국내여행,경상북도,733,333,1066
20241121,제주여행,여행,국내여행,제주특별자치도,713,292,1005
20241121,여수여행,여행,국내여행,전라남도,687,284,971
20241121,강릉여행,여행,국내여행,강원도,587,304,891
20241121,군산여행,여행,국내여행,전라북도,613,203,816
20241121,속초여행,여행,국내여행,강원도,543,252,795
20241121,전주여행,여행,국내여행,전라북도,431,218,649
20241121,대전여행,여행,국내여행,대전광역시,428,181,609
20241121,대구여행,여행,국내여행,대구광역시,389,171,560
20241122,부산여행,여행,국내여행,부산광역시,1263,527,1790
20241122,속초여행,여행,국내여행,강원도,981,277,1258
20241122,경주여행,여행,국내여행,경상북도,682,306,988
20241122,제주여행,여행,국내여행,제주특별자치도,741,225,966
20241122,여수여행,여행,국내여행,전라남도,679,240,919
20241122,군산여행,여행,국내여행,전라북도,694,183,877
20241122,강릉여행,여행,국내여행,강원도,592,224,816
20241122,전주여행,여행,국내여행,전라북도,498,164,662
20241122,대구여행,여행,국내여행,대구광역시,433,120,553
20241122,목포여행,여행,국내여행,전라남도,409,115,524
20241123,부산여행,여행,국내여행,부산광역시,1303,187,1490
20241123,속초여행,여행,국내여행,강원도,1017,90,1107
20241123,군산여행,여행,국내여행,전라북도,881,85,966
20241123,경주여행,여행,국내여행,경상북도,746,120,866
20241123,여수여행,여행,국내여행,전라남도,720,112,832
20241123,제주여행,여행,국내여행,제주특별자치도,671,113,784
20241123,강릉여행,여행,국내여행,강원도,615,116,731
20241123,전주여행,여행,국내여행,전라북도,559,79,638
20241123,대구여행,여행,국내여행,대구광역시,449,66,515
20241123,목포여행,여행,국내여행,전라남도,450,57,507
20241124,부산여행,여행,국내여행,부산광역시,1402,213,1615
20241124,경주여행,여행,국내여행,경상북도,831,136,967
20241124,제주여행,여행,국내여행,제주특별자치도,823,138,961
20241124,여수여행,여행,국내여행,전라남도,821,113,934
20241124,군산여행,여행,국내여행,전라북도,844,79,923
20241124,강릉여행,여행,국내여행,강원도,628,125,753
20241124,속초여행,여행,국내여행,강원도,614,86,700
20241124,전주여행,여행,국내여행,전라북도,585,87,672
20241124,목포여행,여행,국내여행,전라남도,518,65,583
20241124,통영여행,여행,국내여행,경상남도,495,45,540
20241125,부산여행,여행,국내여행,부산광역시,1351,572,1923
20241125,제주여행,여행,국내여행,제주특별자치도,811,314,1125
20241125,경주여행,여행,국내여행,경상북도,692,339,1031
20241125,여수여행,여행,국내여행,전라남도,699,300,999
20241125,군산여행,여행,국내여행,전라북도,649,226,875
20241125,강릉여행,여행,국내여행,강원도,606,255,861
20241125,속초여행,여행,국내여행,강원도,526,304,830
20241125,전주여행,여행,국내여행,전라북도,482,183,665
20241125,목포여행,여행,국내여행,전라남도,427,181,608
20241125,대구여행,여행,국내여행,대구광역시,410,149,559
20241126,부산여행,여행,국내여행,부산광역시,1316,551,1867
20241126,제주여행,여행,국내여행,제주특별자치도,808,334,1142
20241126,경주여행,여행,국내여행,경상북도,644,333,977
20241126,강릉여행,여행,국내여행,강원도,583,312,895
20241126,여수여행,여행,국내여행,전라남도,636,236,872
20241126,속초여행,여행,국내여행,강원도,501,231,732
20241126,군산여행,여행,국내여행,전라북도,511,205,716
20241126,전주여행,여행,국내여행,전라북도,400,209,609
20241126,대구여행,여행,국내여행,대구광역시,396,175,571
20241126,대전여행,여행,국내여행,대전광역시,378,183,561
20241127,부산여행,여행,국내여행,부산광역시,1116,503,1619
20241127,제주여행,여행,국내여행,제주특별자치도,746,237,983
20241127,경주여행,여행,국내여행,경상북도,576,285,861
20241127,여수여행,여행,국내여행,전라남도,551,230,781
20241127,강릉여행,여행,국내여행,강원도,477,268,745
20241127,속초여행,여행,국내여행,강원도,387,208,595
20241127,군산여행,여행,국내여행,전라북도,424,159,583
20241127,전주여행,여행,국내여행,전라북도,363,150,513
20241127,대구여행,여행,국내여행,대구광역시,331,141,472
20241127,대전여행,여행,국내여행,대전광역시,318,136,454
20241128,부산여행,여행,국내여행,부산광역시,1207,522,1729
20241128,제주여행,여행,국내여행,제주특별자치도,879,247,1126
20241128,여수여행,여행,국내여행,전라남도,579,198,777
20241128,경주여행,여행,국내여행,경상북도,541,218,759
20241128,강릉여행,여행,국내여행,강원도,500,191,691
20241128,군산여행,여행,국내여행,전라북도,442,136,578
20241128,속초여행,여행,국내여행,강원도,426,148,574
20241128,전주여행,여행,국내여행,전라북도,363,136,499
20241128,대구여행,여행,국내여행,대구광역시,339,153,492
20241128,대전여행,여행,국내여행,대전광역시,332,120,452
20241129,부산여행,여행,국내여행,부산광역시,1241,433,1674
20241129,제주여행,여행,국내여행,제주특별자치도,702,245,947
20241129,여수여행,여행,국내여행,전라남도,654,143,797
20241129,경주여행,여행,국내여행,경상북도,575,202,777
20241129,속초여행,여행,국내여행,강원도,458,226,684
20241129,군산여행,여행,국내여행,전라북도,518,144,662
20241129,강릉여행,여행,국내여행,강원도,469,189,658
20241129,전주여행,여행,국내여행,전라북도,351,163,514
20241129,대구여행,여행,국내여행,대구광역시,347,121,468
20241129,목포여행,여행,국내여행,전라남도,356,110,466
20241130,부산여행,여행,국내여행,부산광역시,1362,196,1558
20241130,제주여행,여행,국내여행,제주특별자치도,762,129,891
20241130,여수여행,여행,국내여행,전라남도,698,124,822
20241130,군산여행,여행,국내여행,전라북도,716,91,807
20241130,경주여행,여행,국내여행,경상북도,629,113,742
20241130,강릉여행,여행,국내여행,강원도,541,107,648
20241130,속초여행,여행,국내여행,강원도,534,65,599
20241130,대구여행,여행,국내여행,대구광역시,453,64,517
20241130,전주여행,여행,국내여행,전라북도,444,67,511
20241130,목포여행,여행,국내여행,전라남도,426,62,488
20241201,부산여행,여행,국내여행,부산광역시,1503,228,1731
20241201,제주여행,여행,국내여행,제주특별자치도,910,123,1033
20241201,여수여행,여행,국내여행,전라남도,766,119,885
20241201,경주여행,여행,국내여행,경상북도,730,126,856
20241201,강릉여행,여행,국내여행,강원도,669,110,779
20241201,군산여행,여행,국내여행,전라북도,685,68,753
20241201,전주여행,여행,국내여행,전라북도,542,81,623
20241201,속초여행,여행,국내여행,강원도,512,94,606
20241201,대구여행,여행,국내여행,대구광역시,491,71,562
20241201,목포여행,여행,국내여행,전라남도,457,68,525
20241202,부산여행,여행,국내여행,부산광역시,1492,611,2103
20241202,제주여행,여행,국내여행,제주특별자치도,854,296,1150
20241202,경주여행,여행,국내여행,경상북도,712,260,972
20241202,여수여행,여행,국내여행,전라남도,680,263,943
20241202,강릉여행,여행,국내여행,강원도,610,277,887
20241202,군산여행,여행,국내여행,전라북도,587,189,776
20241202,속초여행,여행,국내여행,강원도,491,238,729
20241202,대전여행,여행,국내여행,대전광역시,450,141,591
20241202,전주여행,여행,국내여행,전라북도,432,149,581
20241202,목포여행,여행,국내여행,전라남도,390,191,581
20241203,부산여행,여행,국내여행,부산광역시,1268,571,1839
20241203,제주여행,여행,국내여행,제주특별자치도,836,327,1163
20241203,여수여행,여행,국내여행,전라남도,658,275,933
20241203,경주여행,여행,국내여행,경상북도,653,264,917
20241203,강릉여행,여행,국내여행,강원도,585,277,862
20241203,군산여행,여행,국내여행,전라북도,556,198,754
20241203,속초여행,여행,국내여행,강원도,487,248,735
20241203,전주여행,여행,국내여행,전라북도,440,213,653
20241203,대전여행,여행,국내여행,대전광역시,442,170,612
20241203,대구여행,여행,국내여행,대구광역시,394,151,545
20241204,부산여행,여행,국내여행,부산광역시,1043,495,1538
20241204,제주여행,여행,국내여행,제주특별자치도,752,225,977
20241204,여수여행,여행,국내여행,전라남도,516,201,717
20241204,경주여행,여행,국내여행,경상북도,511,194,705
20241204,강릉여행,여행,국내여행,강원도,494,195,689
20241204,속초여행,여행,국내여행,강원도,373,190,563
20241204,군산여행,여행,국내여행,전라북도,417,137,554
20241204,전주여행,여행,국내여행,전라북도,313,158,471
20241204,대전여행,여행,국내여행,대전광역시,308,114,422
20241204,대구여행,여행,국내여행,대구광역시,298,109,407
20241205,부산여행,여행,국내여행,부산광역시,1262,539,1801
20241205,제주여행,여행,국내여행,제주특별자치도,702,264,966
20241205,여수여행,여행,국내여행,전라남도,602,271,873
20241205,경주여행,여행,국내여행,경상북도,600,240,840
20241205,강릉여행,여행,국내여행,강원도,519,279,798
20241205,군산여행,여행,국내여행,전라북도,596,178,774
20241205,속초여행,여행,국내여행,강원도,483,237,720
20241205,전주여행,여행,국내여행,전라북도,428,173,601
20241205,대구여행,여행,국내여행,대구광역시,391,141,532
20241205,대전여행,여행,국내여행,대전광역시,369,139,508
20241206,부산여행,여행,국내여행,부산광역시,1350,523,1873
20241206,제주여행,여행,국내여행,제주특별자치도,698,233,931
20241206,경주여행,여행,국내여행,경상북도,620,224,844
20241206,강릉여행,여행,국내여행,강원도,569,273,842
20241206,군산여행,여행,국내여행,전라북도,602,184,786
20241206,여수여행,여행,국내여행,전라남도,546,232,778
20241206,속초여행,여행,국내여행,강원도,499,215,714
20241206,전주여행,여행,국내여행,전라북도,400,132,532
20241206,대전여행,여행,국내여행,대전광역시,362,134,496
20241206,대구여행,여행,국내여행,대구광역시,349,144,493
20241207,부산여행,여행,국내여행,부산광역시,1222,191,1413
20241207,제주여행,여행,국내여행,제주특별자치도,727,129,856
20241207,군산여행,여행,국내여행,전라북도,675,67,742
20241207,여수여행,여행,국내여행,전라남도,642,94,736
20241207,경주여행,여행,국내여행,경상북도,623,96,719
20241207,강릉여행,여행,국내여행,강원도,561,104,665
20241207,속초여행,여행,국내여행,강원도,526,84,610
20241207,전주여행,여행,국내여행,전라북도,444,66,510
20241207,대구여행,여행,국내여행,대구광역시,443,62,505
20241207,목포여행,여행,국내여행,전라남도,431,40,471
20241208,부산여행,여행,국내여행,부산광역시,1620,186,1806
20241208,제주여행,여행,국내여행,제주특별자치도,905,144,1049
20241208,경주여행,여행,국내여행,경상북도,766,112,878
20241208,군산여행,여행,국내여행,전라북도,755,83,838
20241208,여수여행,여행,국내여행,전라남도,733,104,837
20241208,강릉여행,여행,국내여행,강원도,665,135,800
20241208,속초여행,여행,국내여행,강원도,603,112,715
20241208,전주여행,여행,국내여행,전라북도,500,98,598
20241208,대구여행,여행,국내여행,대구광역시,473,76,549
20241208,목포여행,여행,국내여행,전라남도,442,80,522
20241209,부산여행,여행,국내여행,부산광역시,1435,529,1964
20241209,제주여행,여행,국내여행,제주특별자치도,843,317,1160
20241209,강릉여행,여행,국내여행,강원도,607,324,931
20241209,경주여행,여행,국내여행,경상북도,622,276,898
20241209,여수여행,여행,국내여행,전라남도,635,222,857
20241209,군산여행,여행,국내여행,전라북도,589,194,783
20241209,속초여행,여행,국내여행,강원도,497,226,723
20241209,전주여행,여행,국내여행,전라북도,420,211,631
20241209,대구여행,여행,국내여행,대구광역시,418,152,570
20241209,대전여행,여행,국내여행,대전광역시,396,154,550
20241210,부산여행,여행,국내여행,부산광역시,1345,554,1899
20241210,제주여행,여행,국내여행,제주특별자치도,806,304,1110
20241210,강릉여행,여행,국내여행,강원도,605,311,916
20241210,여수여행,여행,국내여행,전라남도,633,251,884
20241210,경주여행,여행,국내여행,경상북도,567,309,876
20241210,군산여행,여행,국내여행,전라북도,595,192,787
20241210,속초여행,여행,국내여행,강원도,487,242,729
20241210,전주여행,여행,국내여행,전라북도,402,192,594
20241210,대구여행,여행,국내여행,대구광역시,391,171,562
20241210,대전여행,여행,국내여행,대전광역시,401,152,553
20241211,부산여행,여행,국내여행,부산광역시,1364,615,1979
20241211,제주여행,여행,국내여행,제주특별자치도,826,308,1134
20241211,경주여행,여행,국내여행,경상북도,631,269,900
20241211,강릉여행,여행,국내여행,강원도,565,307,872
20241211,여수여행,여행,국내여행,전라남도,584,287,871
20241211,군산여행,여행,국내여행,전라북도,593,258,851
20241211,속초여행,여행,국내여행,강원도,470,222,692
20241211,전주여행,여행,국내여행,전라북도,409,167,576
20241211,대전여행,여행,국내여행,대전광역시,419,144,563
20241211,대구여행,여행,국내여행,대구광역시,379,151,530
20241212,부산여행,여행,국내여행,부산광역시,1414,592,2006
20241212,제주여행,여행,국내여행,제주특별자치도,833,288,1121
20241212,경주여행,여행,국내여행,경상북도,632,269,901
20241212,여수여행,여행,국내여행,전라남도,595,292,887
20241212,강릉여행,여행,국내여행,강원도,588,283,871
20241212,군산여행,여행,국내여행,전라북도,595,181,776
20241212,속초여행,여행,국내여행,강원도,493,225,718
20241212,전주여행,여행,국내여행,전라북도,447,182,629
20241212,대전여행,여행,국내여행,대전광역시,386,171,557
20241212,대구여행,여행,국내여행,대구광역시,373,150,523
20241213,부산여행,여행,국내여행,부산광역시,1303,536,1839
20241213,제주여행,여행,국내여행,제주특별자치도,768,489,1257
20241213,강릉여행,여행,국내여행,강원도,648,303,951
20241213,군산여행,여행,국내여행,전라북도,607,240,847
20241213,여수여행,여행,국내여행,전라남도,590,248,838
20241213,경주여행,여행,국내여행,경상북도,569,246,815
20241213,속초여행,여행,국내여행,강원도,597,207,804
20241213,전주여행,여행,국내여행,전라북도,451,156,607
20241213,목포여행,여행,국내여행,전라남도,381,125,506
20241213,대전여행,여행,국내여행,대전광역시,366,127,493
20241214,부산여행,여행,국내여행,부산광역시,1486,208,1694
20241214,제주여행,여행,국내여행,제주특별자치도,824,246,1070
20241214,강릉여행,여행,국내여행,강원도,689,144,833
20241214,여수여행,여행,국내여행,전라남도,721,97,818
20241214,경주여행,여행,국내여행,경상북도,672,112,784
20241214,군산여행,여행,국내여행,전라북도,711,63,774
20241214,속초여행,여행,국내여행,강원도,644,107,751
20241214,전주여행,여행,국내여행,전라북도,443,61,504
20241214,대구여행,여행,국내여행,대구광역시,431,62,493
20241214,대전여행,여행,국내여행,대전광역시,445,43,488
20241215,부산여행,여행,국내여행,부산광역시,1903,242,2145
20241215,제주여행,여행,국내여행,제주특별자치도,1122,263,1385
20241215,강릉여행,여행,국내여행,강원도,834,148,982
20241215,경주여행,여행,국내여행,경상북도,838,103,941
20241215,군산여행,여행,국내여행,전라북도,820,95,915
20241215,속초여행,여행,국내여행,강원도,739,106,845
20241215,여수여행,여행,국내여행,전라남도,735,107,842
20241215,전주여행,여행,국내여행,전라북도,553,73,626
20241215,목포여행,여행,국내여행,전라남도,512,80,592
20241215,대전여행,여행,국내여행,대전광역시,484,94,578
20241216,부산여행,여행,국내여행,부산광역시,1492,680,2172
20241216,제주여행,여행,국내여행,제주특별자치도,945,447,1392
20241216,강릉여행,여행,국내여행,강원도,801,371,1172
20241216,경주여행,여행,국내여행,경상북도,742,346,1088
20241216,여수여행,여행,국내여행,전라남도,761,250,1011
20241216,군산여행,여행,국내여행,전라북도,740,224,964
20241216,속초여행,여행,국내여행,강원도,652,304,956
20241216,전주여행,여행,국내여행,전라북도,471,190,661
20241216,목포여행,여행,국내여행,전라남도,435,210,645
20241216,대전여행,여행,국내여행,대전광역시,466,163,629
20241217,부산여행,여행,국내여행,부산광역시,1495,601,2096
20241217,제주여행,여행,국내여행,제주특별자치도,922,420,1342
20241217,강릉여행,여행,국내여행,강원도,702,300,1002
20241217,경주여행,여행,국내여행,경상북도,668,313,981
20241217,여수여행,여행,국내여행,전라남도,637,292,929
20241217,군산여행,여행,국내여행,전라북도,680,209,889
20241217,속초여행,여행,국내여행,강원도,555,234,789
20241217,대전여행,여행,국내여행,대전광역시,481,168,649
20241217,전주여행,여행,국내여행,전라북도,454,144,598
20241217,목포여행,여행,국내여행,전라남도,389,202,591
20241218,부산여행,여행,국내여행,부산광역시,1337,620,1957
20241218,제주여행,여행,국내여행,제주특별자치도,880,387,1267
20241218,강릉여행,여행,국내여행,강원도,633,367,1000
20241218,경주여행,여행,국내여행,경상북도,646,313,959
20241218,군산여행,여행,국내여행,전라북도,662,251,913
20241218,여수여행,여행,국내여행,전라남도,642,265,907
20241218,속초여행,여행,국내여행,강원도,534,232,766
20241218,대전여행,여행,국내여행,대전광역시,513,163,676
20241218,전주여행,여행,국내여행,전라북도,455,181,636
20241218,목포여행,여행,국내여행,전라남도,365,168,533
20241219,부산여행,여행,국내여행,부산광역시,1385,540,1925
20241219,제주여행,여행,국내여행,제주특별자치도,817,362,1179
20241219,강릉여행,여행,국내여행,강원도,726,357,1083
20241219,속초여행,여행,국내여행,강원도,604,299,903
20241219,경주여행,여행,국내여행,경상북도,634,263,897
20241219,여수여행,여행,국내여행,전라남도,636,253,889
20241219,군산여행,여행,국내여행,전라북도,649,223,872
20241219,대전여행,여행,국내여행,대전광역시,442,175,617
20241219,전주여행,여행,국내여행,전라북도,431,180,611
20241219,대구여행,여행,국내여행,대구광역시,376,111,487
20241220,부산여행,여행,국내여행,부산광역시,1444,559,2003
20241220,제주여행,여행,국내여행,제주특별자치도,737,318,1055
20241220,강릉여행,여행,국내여행,강원도,668,274,942
20241220,여수여행,여행,국내여행,전라남도,657,230,887
20241220,경주여행,여행,국내여행,경상북도,640,241,881
20241220,속초여행,여행,국내여행,강원도,552,262,814
20241220,군산여행,여행,국내여행,전라북도,603,172,775
20241220,전주여행,여행,국내여행,전라북도,455,159,614
20241220,대전여행,여행,국내여행,대전광역시,368,130,498
20241220,대구여행,여행,국내여행,대구광역시,352,136,488
20241221,부산여행,여행,국내여행,부산광역시,1693,189,1882
20241221,제주여행,여행,국내여행,제주특별자치도,901,135,1036
20241221,강릉여행,여행,국내여행,강원도,709,143,852
20241221,여수여행,여행,국내여행,전라남도,712,113,825
20241221,군산여행,여행,국내여행,전라북도,731,80,811
20241221,경주여행,여행,국내여행,경상북도,668,103,771
20241221,속초여행,여행,국내여행,강원도,636,112,748
20241221,전주여행,여행,국내여행,전라북도,442,64,506
20241221,대구여행,여행,국내여행,대구광역시,456,47,503
20241221,대전여행,여행,국내여행,대전광역시,438,58,496
20241222,부산여행,여행,국내여행,부산광역시,1724,241,1965
20241222,제주여행,여행,국내여행,제주특별자치도,1073,169,1242
20241222,경주여행,여행,국내여행,경상북도,986,128,1114
20241222,강릉여행,여행,국내여행,강원도,863,156,1019
20241222,여수여행,여행,국내여행,전라남도,848,125,973
20241222,군산여행,여행,국내여행,전라북도,854,110,964
20241222,속초여행,여행,국내여행,강원도,727,124,851
20241222,전주여행,여행,국내여행,전라북도,562,82,644
20241222,대전여행,여행,국내여행,대전광역시,574,58,632
20241222,대구여행,여행,국내여행,대구광역시,492,69,561
20241223,부산여행,여행,국내여행,부산광역시,1626,629,2255
20241223,제주여행,여행,국내여행,제주특별자치도,856,354,1210
20241223,강릉여행,여행,국내여행,강원도,754,345,1099
20241223,경주여행,여행,국내여행,경상북도,762,283,1045
