SCCNT_DE,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE
20240101,부산여행,여행,국내여행,부산광역시,2121,265,2386
20240101,제주여행,여행,국내여행,제주특별자치도,1708,175,1883
20240101,여수여행,여행,국내여행,전라남도,1327,137,1464
20240101,강릉여행,여행,국내여행,강원도,1042,134,1176
20240101,군산여행,여행,국내여행,전라북도,1090,74,1164
20240101,경주여행,여행,국내여행,경상북도,981,117,1098
20240101,청도여행,여행,국내여행,경상북도,969,46,1015
20240101,전주여행,여행,국내여행,전라북도,742,80,822
20240101,속초여행,여행,국내여행,강원도,674,90,764
20240101,대구여행,여행,국내여행,대구광역시,590,73,663
20240102,부산여행,여행,국내여행,부산광역시,2003,604,2607
20240102,제주여행,여행,국내여행,제주특별자치도,1703,448,2151
20240102,여수여행,여행,국내여행,전라남도,1228,268,1496
20240102,경주여행,여행,국내여행,경상북도,941,269,1210
20240102,강릉여행,여행,국내여행,강원도,868,292,1160
20240102,군산여행,여행,국내여행,전라북도,862,209,1071
20240102,전주여행,여행,국내여행,전라북도,653,211,864
20240102,속초여행,여행,국내여행,강원도,666,185,851
20240102,대구여행,여행,국내여행,대구광역시,604,170,774
20240102,대전여행,여행,국내여행,대전광역시,542,171,713
20240103,부산여행,여행,국내여행,부산광역시,1880,689,2569
20240103,제주여행,여행,국내여행,제주특별자치도,1562,437,1999
20240103,여수여행,여행,국내여행,전라남도,1120,286,1406
20240103,경주여행,여행,국내여행,경상북도,898,328,1226
20240103,강릉여행,여행,국내여행,강원도,828,285,1113
20240103,군산여행,여행,국내여행,전라북도,809,224,1033
20240103,전주여행,여행,국내여행,전라북도,685,202,887
20240103,속초여행,여행,국내여행,강원도,545,229,774
20240103,대전여행,여행,국내여행,대전광역시,545,197,742
20240103,대구여행,여행,국내여행,대구광역시,528,182,710
20240104,부산여행,여행,국내여행,부산광역시,1929,621,2550
20240104,제주여행,여행,국내여행,제주특별자치도,1443,399,1842
20240104,여수여행,여행,국내여행,전라남도,1176,294,1470
20240104,경주여행,여행,국내여행,경상북도,923,278,1201
20240104,군산여행,여행,국내여행,전라북도,879,205,1084
20240104,강릉여행,여행,국내여행,강원도,841,242,1083
20240104,전주여행,여행,국내여행,전라북도,713,190,903
20240104,속초여행,여행,국내여행,강원도,583,222,805
20240104,대구여행,여행,국내여행,대구광역시,601,189,790
20240104,대전여행,여행,국내여행,대전광역시,567,160,727
20240105,부산여행,여행,국내여행,부산광역시,1837,584,2421
20240105,제주여행,여행,국내여행,제주특별자치도,1335,356,1691
20240105,여수여행,여행,국내여행,전라남도,1046,293,1339
20240105,군산여행,여행,국내여행,전라북도,960,209,1169
20240105,경주여행,여행,국내여행,경상북도,806,305,1111
20240105,강릉여행,여행,국내여행,강원도,829,274,1103
20240105,전주여행,여행,국내여행,전라북도,643,171,814
20240105,속초여행,여행,국내여행,강원도,619,192,811
20240105,대구여행,여행,국내여행,대구광역시,588,168,756
20240105,목포여행,여행,국내여행,전라남도,519,171,690
20240106,부산여행,여행,국내여행,부산광역시,2071,244,2315
20240106,제주여행,여행,국내여행,제주특별자치도,1622,167,1789
20240106,여수여행,여행,국내여행,전라남도,1245,140,1385
20240106,군산여행,여행,국내여행,전라북도,1166,103,1269
20240106,경주여행,여행,국내여행,경상북도,1009,126,1135
20240106,강릉여행,여행,국내여행,강원도,976,139,1115
20240106,전주여행,여행,국내여행,전라북도,752,87,839
20240106,속초여행,여행,국내여행,강원도,663,82,745
20240106,대구여행,여행,국내여행,대구광역시,650,87,737
20240106,목포여행,여행,국내여행,전라남도,578,63,641
20240107,부산여행,여행,국내여행,부산광역시,2259,359,2618
20240107,제주여행,여행,국내여행,제주특별자치도,1804,242,2046
20240107,여수여행,여행,국내여행,전라남도,1347,142,1489
20240107,경주여행,여행,국내여행,경상북도,1100,163,1263
20240107,강릉여행,여행,국내여행,강원도,959,144,1103
20240107,군산여행,여행,국내여행,전라북도,913,88,1001
20240107,전주여행,여행,국내여행,전라북도,819,98,917
20240107,속초여행,여행,국내여행,강원도,711,86,797
20240107,대구여행,여행,국내여행,대구광역시,683,93,776
20240107,목포여행,여행,국내여행,전라남도,634,89,723
20240108,부산여행,여행,국내여행,부산광역시,1901,602,2503
20240108,제주여행,여행,국내여행,제주특별자치도,1490,439,1929
20240108,여수여행,여행,국내여행,전라남도,1162,246,1408
20240108,경주여행,여행,국내여행,경상북도,915,265,1180
20240108,강릉여행,여행,국내여행,강원도,824,272,1096
20240108,전주여행,여행,국내여행,전라북도,694,228,922
20240108,군산여행,여행,국내여행,전라북도,744,171,915
20240108,속초여행,여행,국내여행,강원도,524,205,729
20240108,대전여행,여행,국내여행,대전광역시,550,172,722
20240108,대구여행,여행,국내여행,대구광역시,496,168,664
20240109,부산여행,여행,국내여행,부산광역시,1875,628,2503
20240109,제주여행,여행,국내여행,제주특별자치도,1514,489,2003
20240109,여수여행,여행,국내여행,전라남도,1142,214,1356
20240109,경주여행,여행,국내여행,경상북도,892,272,1164
20240109,강릉여행,여행,국내여행,강원도,746,257,1003
20240109,군산여행,여행,국내여행,전라북도,760,229,989
20240109,전주여행,여행,국내여행,전라북도,624,204,828
20240109,속초여행,여행,국내여행,강원도,503,212,715
20240109,대구여행,여행,국내여행,대구광역시,516,184,700
20240109,목포여행,여행,국내여행,전라남도,485,191,676
20240110,부산여행,여행,국내여행,부산광역시,1881,672,2553
20240110,제주여행,여행,국내여행,제주특별자치도,1649,515,2164
20240110,여수여행,여행,국내여행,전라남도,1099,336,1435
20240110,경주여행,여행,국내여행,경상북도,1041,257,1298
20240110,강릉여행,여행,국내여행,강원도,828,299,1127
20240110,군산여행,여행,국내여행,전라북도,770,202,972
20240110,전주여행,여행,국내여행,전라북도,661,255,916
20240110,속초여행,여행,국내여행,강원도,583,196,779
20240110,대구여행,여행,국내여행,대구광역시,536,185,721
20240110,목포여행,여행,국내여행,전라남도,459,197,656
20240111,부산여행,여행,국내여행,부산광역시,2046,707,2753
20240111,제주여행,여행,국내여행,제주특별자치도,1615,465,2080
20240111,여수여행,여행,국내여행,전라남도,1168,297,1465
20240111,경주여행,여행,국내여행,경상북도,1061,323,1384
20240111,강릉여행,여행,국내여행,강원도,884,302,1186
20240111,군산여행,여행,국내여행,전라북도,818,220,1038
20240111,속초여행,여행,국내여행,강원도,659,198,857
20240111,전주여행,여행,국내여행,전라북도,640,212,852
20240111,대구여행,여행,국내여행,대구광역시,591,206,797
20240111,목포여행,여행,국내여행,전라남도,557,170,727
20240112,부산여행,여행,국내여행,부산광역시,1939,684,2623
20240112,제주여행,여행,국내여행,제주특별자치도,1450,430,1880
20240112,여수여행,여행,국내여행,전라남도,1179,277,1456
20240112,강릉여행,여행,국내여행,강원도,963,326,1289
20240112,경주여행,여행,국내여행,경상북도,973,297,1270
20240112,군산여행,여행,국내여행,전라북도,890,181,1071
20240112,전주여행,여행,국내여행,전라북도,688,180,868
20240112,속초여행,여행,국내여행,강원도,637,231,868
20240112,대구여행,여행,국내여행,대구광역시,564,185,749
20240112,대전여행,여행,국내여행,대전광역시,583,156,739
20240113,부산여행,여행,국내여행,부산광역시,2235,302,2537
20240113,제주여행,여행,국내여행,제주특별자치도,1553,196,1749
20240113,여수여행,여행,국내여행,전라남도,1300,124,1424
20240113,군산여행,여행,국내여행,전라북도,1288,106,1394
20240113,경주여행,여행,국내여행,경상북도,1069,148,1217
20240113,강릉여행,여행,국내여행,강원도,1035,143,1178
20240113,전주여행,여행,국내여행,전라북도,828,89,917
20240113,속초여행,여행,국내여행,강원도,694,97,791
20240113,대전여행,여행,국내여행,대전광역시,640,89,729
20240113,대구여행,여행,국내여행,대구광역시,642,72,714
20240114,부산여행,여행,국내여행,부산광역시,2497,329,2826
20240114,제주여행,여행,국내여행,제주특별자치도,1976,175,2151
20240114,여수여행,여행,국내여행,전라남도,1459,158,1617
20240114,경주여행,여행,국내여행,경상북도,1251,118,1369
20240114,군산여행,여행,국내여행,전라북도,1038,110,1148
20240114,강릉여행,여행,국내여행,강원도,970,148,1118
20240114,전주여행,여행,국내여행,전라북도,918,106,1024
20240114,목포여행,여행,국내여행,전라남도,779,98,877
20240114,속초여행,여행,국내여행,강원도,695,91,786
20240114,대구여행,여행,국내여행,대구광역시,693,74,767
20240115,부산여행,여행,국내여행,부산광역시,2076,782,2858
20240115,제주여행,여행,국내여행,제주특별자치도,1706,427,2133
20240115,여수여행,여행,국내여행,전라남도,1294,335,1629
20240115,경주여행,여행,국내여행,경상북도,1018,326,1344
20240115,강릉여행,여행,국내여행,강원도,920,395,1315
20240115,군산여행,여행,국내여행,전라북도,835,250,1085
20240115,전주여행,여행,국내여행,전라북도,819,209,1028
20240115,목포여행,여행,국내여행,전라남도,659,172,831
20240115,속초여행,여행,국내여행,강원도,608,214,822
20240115,대전여행,여행,국내여행,대전광역시,576,238,814
20240116,부산여행,여행,국내여행,부산광역시,2054,738,2792
20240116,제주여행,여행,국내여행,제주특별자치도,1563,472,2035
20240116,여수여행,여행,국내여행,전라남도,1233,317,1550
20240116,경주여행,여행,국내여행,경상북도,1058,388,1446
20240116,강릉여행,여행,국내여행,강원도,870,270,1140
20240116,군산여행,여행,국내여행,전라북도,844,244,1088
20240116,전주여행,여행,국내여행,전라북도,751,242,993
20240116,속초여행,여행,국내여행,강원도,615,220,835
20240116,대구여행,여행,국내여행,대구광역시,623,195,818
20240116,대전여행,여행,국내여행,대전광역시,548,237,785
20240117,부산여행,여행,국내여행,부산광역시,1942,716,2658
20240117,제주여행,여행,국내여행,제주특별자치도,1501,443,1944
20240117,여수여행,여행,국내여행,전라남도,1173,337,1510
20240117,경주여행,여행,국내여행,경상북도,991,274,1265
20240117,강릉여행,여행,국내여행,강원도,893,252,1145
20240117,군산여행,여행,국내여행,전라북도,814,211,1025
20240117,전주여행,여행,국내여행,전라북도,693,206,899
20240117,속초여행,여행,국내여행,강원도,597,201,798
20240117,대전여행,여행,국내여행,대전광역시,558,167,725
20240117,대구여행,여행,국내여행,대구광역시,545,178,723
20240118,부산여행,여행,국내여행,부산광역시,1989,748,2737
20240118,제주여행,여행,국내여행,제주특별자치도,1489,367,1856
20240118,여수여행,여행,국내여행,전라남도,1132,276,1408
20240118,경주여행,여행,국내여행,경상북도,923,348,1271
20240118,강릉여행,여행,국내여행,강원도,911,348,1259
20240118,군산여행,여행,국내여행,전라북도,886,228,1114
20240118,전주여행,여행,국내여행,전라북도,728,208,936
20240118,대전여행,여행,국내여행,대전광역시,579,194,773
20240118,대구여행,여행,국내여행,대구광역시,554,198,752
20240118,속초여행,여행,국내여행,강원도,532,214,746
20240119,부산여행,여행,국내여행,부산광역시,1926,592,2518
20240119,제주여행,여행,국내여행,제주특별자치도,1329,451,1780
20240119,여수여행,여행,국내여행,전라남도,1163,338,1501
20240119,경주여행,여행,국내여행,경상북도,908,351,1259
20240119,군산여행,여행,국내여행,전라북도,961,246,1207
20240119,강릉여행,여행,국내여행,강원도,804,288,1092
20240119,전주여행,여행,국내여행,전라북도,737,239,976
20240119,속초여행,여행,국내여행,강원도,603,165,768
20240119,대전여행,여행,국내여행,대전광역시,590,170,760
20240119,대구여행,여행,국내여행,대구광역시,556,192,748
20240120,부산여행,여행,국내여행,부산광역시,2061,261,2322
20240120,제주여행,여행,국내여행,제주특별자치도,1614,199,1813
20240120,여수여행,여행,국내여행,전라남도,1231,149,1380
20240120,경주여행,여행,국내여행,경상북도,989,163,1152
20240120,군산여행,여행,국내여행,전라북도,1023,105,1128
20240120,강릉여행,여행,국내여행,강원도,915,132,1047
20240120,전주여행,여행,국내여행,전라북도,758,102,860
20240120,속초여행,여행,국내여행,강원도,685,106,791
20240120,대구여행,여행,국내여행,대구광역시,638,66,704
20240120,대전여행,여행,국내여행,대전광역시,576,90,666
20240121,부산여행,여행,국내여행,부산광역시,2354,322,2676
20240121,제주여행,여행,국내여행,제주특별자치도,1880,216,2096
20240121,여수여행,여행,국내여행,전라남도,1429,162,1591
20240121,경주여행,여행,국내여행,경상북도,1292,162,1454
20240121,강릉여행,여행,국내여행,강원도,1070,170,1240
20240121,군산여행,여행,국내여행,전라북도,1065,107,1172
20240121,전주여행,여행,국내여행,전라북도,871,105,976
20240121,대구여행,여행,국내여행,대구광역시,706,105,811
20240121,속초여행,여행,국내여행,강원도,659,101,760
20240121,목포여행,여행,국내여행,전라남도,595,79,674
20240122,부산여행,여행,국내여행,부산광역시,1980,732,2712
20240122,제주여행,여행,국내여행,제주특별자치도,1797,566,2363
20240122,여수여행,여행,국내여행,전라남도,1311,346,1657
20240122,경주여행,여행,국내여행,경상북도,1007,455,1462
20240122,강릉여행,여행,국내여행,강원도,952,382,1334
20240122,군산여행,여행,국내여행,전라북도,869,246,1115
20240122,전주여행,여행,국내여행,전라북도,708,239,947
20240122,대전여행,여행,국내여행,대전광역시,572,195,767
20240122,대구여행,여행,국내여행,대구광역시,543,184,727
20240122,속초여행,여행,국내여행,강원도,526,198,724
20240123,제주여행,여행,국내여행,제주특별자치도,2790,574,3364
20240123,부산여행,여행,국내여행,부산광역시,2113,741,2854
20240123,여수여행,여행,국내여행,전라남도,1056,387,1443
20240123,경주여행,여행,국내여행,경상북도,904,402,1306
20240123,강릉여행,여행,국내여행,강원도,941,357,1298
20240123,군산여행,여행,국내여행,전라북도,691,213,904
20240123,전주여행,여행,국내여행,전라북도,674,205,879
20240123,속초여행,여행,국내여행,강원도,604,222,826
20240123,대구여행,여행,국내여행,대구광역시,521,222,743
20240123,대전여행,여행,국내여행,대전광역시,527,156,683
20240124,제주여행,여행,국내여행,제주특별자치도,2280,516,2796
20240124,부산여행,여행,국내여행,부산광역시,1854,696,2550
20240124,여수여행,여행,국내여행,전라남도,1076,396,1472
20240124,강릉여행,여행,국내여행,강원도,963,415,1378
20240124,경주여행,여행,국내여행,경상북도,947,379,1326
20240124,군산여행,여행,국내여행,전라북도,802,230,1032
20240124,전주여행,여행,국내여행,전라북도,661,223,884
20240124,속초여행,여행,국내여행,강원도,593,239,832
20240124,대구여행,여행,국내여행,대구광역시,510,210,720
20240124,대전여행,여행,국내여행,대전광역시,583,127,710
20240125,부산여행,여행,국내여행,부산광역시,1832,680,2512
20240125,제주여행,여행,국내여행,제주특별자치도,1351,472,1823
20240125,여수여행,여행,국내여행,전라남도,987,338,1325
20240125,경주여행,여행,국내여행,경상북도,870,339,1209
20240125,강릉여행,여행,국내여행,강원도,838,325,1163
20240125,군산여행,여행,국내여행,전라북도,797,250,1047
20240125,속초여행,여행,국내여행,강원도,622,248,870
20240125,전주여행,여행,국내여행,전라북도,617,215,832
20240125,대전여행,여행,국내여행,대전광역시,528,167,695
20240125,대구여행,여행,국내여행,대구광역시,525,153,678
20240126,부산여행,여행,국내여행,부산광역시,1893,645,2538
20240126,제주여행,여행,국내여행,제주특별자치도,1292,387,1679
20240126,여수여행,여행,국내여행,전라남도,1070,303,1373
20240126,강릉여행,여행,국내여행,강원도,942,320,1262
20240126,경주여행,여행,국내여행,경상북도,872,348,1220
20240126,군산여행,여행,국내여행,전라북도,972,214,1186
20240126,전주여행,여행,국내여행,전라북도,693,220,913
20240126,속초여행,여행,국내여행,강원도,653,219,872
20240126,대전여행,여행,국내여행,대전광역시,606,159,765
20240126,대구여행,여행,국내여행,대구광역시,542,194,736
20240127,부산여행,여행,국내여행,부산광역시,2100,287,2387
20240127,제주여행,여행,국내여행,제주특별자치도,1373,177,1550
20240127,여수여행,여행,국내여행,전라남도,1305,120,1425
20240127,군산여행,여행,국내여행,전라북도,1186,109,1295
20240127,강릉여행,여행,국내여행,강원도,1008,147,1155
20240127,경주여행,여행,국내여행,경상북도,993,130,1123
20240127,전주여행,여행,국내여행,전라북도,832,104,936
20240127,속초여행,여행,국내여행,강원도,805,118,923
20240127,대전여행,여행,국내여행,대전광역시,700,83,783
20240127,대구여행,여행,국내여행,대구광역시,649,66,715
20240128,부산여행,여행,국내여행,부산광역시,2294,353,2647
20240128,제주여행,여행,국내여행,제주특별자치도,1617,170,1787
20240128,여수여행,여행,국내여행,전라남도,1384,137,1521
20240128,경주여행,여행,국내여행,경상북도,1278,158,1436
20240128,군산여행,여행,국내여행,전라북도,1178,112,1290
20240128,강릉여행,여행,국내여행,강원도,1115,152,1267
20240128,전주여행,여행,국내여행,전라북도,839,112,951
20240128,속초여행,여행,국내여행,강원도,726,93,819
20240128,목포여행,여행,국내여행,전라남도,702,67,769
20240128,대구여행,여행,국내여행,대구광역시,698,67,765
20240129,부산여행,여행,국내여행,부산광역시,2033,766,2799
20240129,제주여행,여행,국내여행,제주특별자치도,1525,517,2042
20240129,여수여행,여행,국내여행,전라남도,1142,443,1585
20240129,경주여행,여행,국내여행,경상북도,1097,473,1570
20240129,강릉여행,여행,국내여행,강원도,967,406,1373
20240129,군산여행,여행,국내여행,전라북도,893,289,1182
20240129,속초여행,여행,국내여행,강원도,716,286,1002
20240129,전주여행,여행,국내여행,전라북도,743,253,996
20240129,대구여행,여행,국내여행,대구광역시,600,212,812
20240129,대전여행,여행,국내여행,대전광역시,583,201,784
20240130,부산여행,여행,국내여행,부산광역시,1894,743,2637
20240130,제주여행,여행,국내여행,제주특별자치도,1355,523,1878
20240130,여수여행,여행,국내여행,전라남도,1101,379,1480
20240130,강릉여행,여행,국내여행,강원도,983,368,1351
20240130,경주여행,여행,국내여행,경상북도,980,355,1335
20240130,군산여행,여행,국내여행,전라북도,907,285,1192
20240130,전주여행,여행,국내여행,전라북도,668,243,911
20240130,속초여행,여행,국내여행,강원도,598,214,812
20240130,대구여행,여행,국내여행,대구광역시,568,219,787
20240130,대전여행,여행,국내여행,대전광역시,560,202,762
20240131,부산여행,여행,국내여행,부산광역시,1800,606,2406
20240131,제주여행,여행,국내여행,제주특별자치도,1396,456,1852
20240131,여수여행,여행,국내여행,전라남도,1065,315,1380
20240131,경주여행,여행,국내여행,경상북도,910,323,1233
20240131,강릉여행,여행,국내여행,강원도,889,314,1203
20240131,군산여행,여행,국내여행,전라북도,849,206,1055
20240131,전주여행,여행,국내여행,전라북도,639,234,873
20240131,대구여행,여행,국내여행,대구광역시,594,269,863
20240131,속초여행,여행,국내여행,강원도,555,175,730
20240131,대전여행,여행,국내여행,대전광역시,496,147,643
20240201,부산여행,여행,국내여행,부산광역시,1820,597,2417
20240201,제주여행,여행,국내여행,제주특별자치도,1324,372,1696
20240201,여수여행,여행,국내여행,전라남도,1209,334,1543
20240201,경주여행,여행,국내여행,경상북도,930,340,1270
20240201,강릉여행,여행,국내여행,강원도,865,377,1242
20240201,군산여행,여행,국내여행,전라북도,877,263,1140
20240201,전주여행,여행,국내여행,전라북도,741,221,962
20240201,대구여행,여행,국내여행,대구광역시,593,264,857
20240201,속초여행,여행,국내여행,강원도,593,198,791
20240201,대전여행,여행,국내여행,대전광역시,555,175,730
20240202,부산여행,여행,국내여행,부산광역시,1794,654,2448
20240202,제주여행,여행,국내여행,제주특별자치도,1210,423,1633
20240202,여수여행,여행,국내여행,전라남도,1105,342,1447
20240202,경주여행,여행,국내여행,경상북도,963,366,1329
20240202,강릉여행,여행,국내여행,강원도,848,320,1168
20240202,군산여행,여행,국내여행,전라북도,886,245,1131
20240202,속초여행,여행,국내여행,강원도,552,310,862
20240202,대구여행,여행,국내여행,대구광역시,620,222,842
20240202,전주여행,여행,국내여행,전라북도,654,155,809
20240202,목포여행,여행,국내여행,전라남도,542,146,688
20240203,부산여행,여행,국내여행,부산광역시,1960,281,2241
20240203,제주여행,여행,국내여행,제주특별자치도,1288,209,1497
20240203,여수여행,여행,국내여행,전라남도,1166,156,1322
20240203,강릉여행,여행,국내여행,강원도,1058,151,1209
20240203,경주여행,여행,국내여행,경상북도,1045,145,1190
20240203,군산여행,여행,국내여행,전라북도,1015,69,1084
20240203,전주여행,여행,국내여행,전라북도,762,111,873
20240203,속초여행,여행,국내여행,강원도,738,92,830
20240203,대구여행,여행,국내여행,대구광역시,664,141,805
20240203,대전여행,여행,국내여행,대전광역시,568,76,644
20240204,부산여행,여행,국내여행,부산광역시,2327,349,2676
20240204,제주여행,여행,국내여행,제주특별자치도,1574,277,1851
20240204,여수여행,여행,국내여행,전라남도,1406,176,1582
20240204,경주여행,여행,국내여행,경상북도,1330,178,1508
20240204,강릉여행,여행,국내여행,강원도,1173,175,1348
20240204,군산여행,여행,국내여행,전라북도,1201,92,1293
20240204,속초여행,여행,국내여행,강원도,898,106,1004
20240204,전주여행,여행,국내여행,전라북도,858,118,976
20240204,대구여행,여행,국내여행,대구광역시,732,178,910
20240204,목포여행,여행,국내여행,전라남도,638,79,717
20240205,부산여행,여행,국내여행,부산광역시,1781,770,2551
20240205,제주여행,여행,국내여행,제주특별자치도,1399,515,1914
20240205,여수여행,여행,국내여행,전라남도,1056,441,1497
20240205,경주여행,여행,국내여행,경상북도,962,413,1375
20240205,강릉여행,여행,국내여행,강원도,903,429,1332
20240205,군산여행,여행,국내여행,전라북도,817,219,1036
20240205,속초여행,여행,국내여행,강원도,614,293,907
20240205,전주여행,여행,국내여행,전라북도,672,215,887
20240205,대구여행,여행,국내여행,대구광역시,547,246,793
20240205,목포여행,여행,국내여행,전라남도,453,208,661
20240206,부산여행,여행,국내여행,부산광역시,1683,655,2338
20240206,제주여행,여행,국내여행,제주특별자치도,1249,510,1759
20240206,여수여행,여행,국내여행,전라남도,1144,340,1484
20240206,경주여행,여행,국내여행,경상북도,913,347,1260
20240206,강릉여행,여행,국내여행,강원도,851,352,1203
20240206,군산여행,여행,국내여행,전라북도,817,230,1047
20240206,속초여행,여행,국내여행,강원도,590,241,831
20240206,전주여행,여행,국내여행,전라북도,586,217,803
20240206,대구여행,여행,국내여행,대구광역시,471,200,671
20240206,목포여행,여행,국내여행,전라남도,425,184,609
20240207,부산여행,여행,국내여행,부산광역시,1769,662,2431
20240207,제주여행,여행,국내여행,제주특별자치도,1104,407,1511
20240207,여수여행,여행,국내여행,전라남도,1011,415,1426
20240207,경주여행,여행,국내여행,경상북도,874,380,1254
20240207,강릉여행,여행,국내여행,강원도,816,365,1181
20240207,군산여행,여행,국내여행,전라북도,815,209,1024
20240207,전주여행,여행,국내여행,전라북도,606,224,830
20240207,속초여행,여행,국내여행,강원도,591,215,806
20240207,대구여행,여행,국내여행,대구광역시,491,280,771
20240207,목포여행,여행,국내여행,전라남도,440,161,601
20240208,부산여행,여행,국내여행,부산광역시,2189,544,2733
20240208,제주여행,여행,국내여행,제주특별자치도,1021,431,1452
20240208,여수여행,여행,국내여행,전라남도,1049,278,1327
20240208,경주여행,여행,국내여행,경상북도,926,303,1229
20240208,강릉여행,여행,국내여행,강원도,853,296,1149
20240208,군산여행,여행,국내여행,전라북도,872,186,1058
20240208,전주여행,여행,국내여행,전라북도,654,205,859
20240208,속초여행,여행,국내여행,강원도,675,168,843
20240208,대구여행,여행,국내여행,대구광역시,525,199,724
20240208,목포여행,여행,국내여행,전라남도,420,136,556
20240209,부산여행,여행,국내여행,부산광역시,2288,245,2533
20240209,여수여행,여행,국내여행,전라남도,1247,122,1369
20240209,제주여행,여행,국내여행,제주특별자치도,1121,136,1257
20240209,경주여행,여행,국내여행,경상북도,1076,156,1232
20240209,강릉여행,여행,국내여행,강원도,1053,130,1183
20240209,군산여행,여행,국내여행,전라북도,1049,80,1129
20240209,속초여행,여행,국내여행,강원도,771,85,856
20240209,전주여행,여행,국내여행,전라북도,697,80,777
20240209,대구여행,여행,국내여행,대구광역시,589,136,725
20240209,목포여행,여행,국내여행,전라남도,584,61,645
20240210,부산여행,여행,국내여행,부산광역시,2994,240,3234
20240210,여수여행,여행,국내여행,전라남도,1431,102,1533
20240210,제주여행,여행,국내여행,제주특별자치도,1330,132,1462
20240210,군산여행,여행,국내여행,전라북도,1310,74,1384
20240210,경주여행,여행,국내여행,경상북도,1162,107,1269
20240210,강릉여행,여행,국내여행,강원도,1120,112,1232
20240210,속초여행,여행,국내여행,강원도,825,57,882
20240210,전주여행,여행,국내여행,전라북도,805,66,871
20240210,대구여행,여행,국내여행,대구광역시,646,135,781
20240210,목포여행,여행,국내여행,전라남도,618,52,670
20240211,부산여행,여행,국내여행,부산광역시,3108,298,3406
20240211,제주여행,여행,국내여행,제주특별자치도,1573,213,1786
20240211,여수여행,여행,국내여행,전라남도,1612,152,1764
20240211,군산여행,여행,국내여행,전라북도,1491,105,1596
20240211,경주여행,여행,국내여행,경상북도,1357,156,1513
20240211,강릉여행,여행,국내여행,강원도,1094,160,1254
20240211,전주여행,여행,국내여행,전라북도,912,107,1019
20240211,속초여행,여행,국내여행,강원도,895,74,969
20240211,대구여행,여행,국내여행,대구광역시,756,145,901
20240211,목포여행,여행,국내여행,전라남도,750,41,791
20240212,부산여행,여행,국내여행,부산광역시,3062,417,3479
20240212,제주여행,여행,국내여행,제주특별자치도,1793,265,2058
20240212,여수여행,여행,국내여행,전라남도,1569,173,1742
20240212,군산여행,여행,국내여행,전라북도,1409,142,1551
20240212,경주여행,여행,국내여행,경상북도,1335,176,1511
20240212,강릉여행,여행,국내여행,강원도,1175,167,1342
20240212,전주여행,여행,국내여행,전라북도,945,154,1099
20240212,대구여행,여행,국내여행,대구광역시,779,162,941
20240212,속초여행,여행,국내여행,강원도,733,123,856
20240212,목포여행,여행,국내여행,전라남도,733,87,820
20240213,부산여행,여행,국내여행,부산광역시,2860,936,3796
20240213,제주여행,여행,국내여행,제주특별자치도,1672,604,2276
20240213,경주여행,여행,국내여행,경상북도,1279,554,1833
20240213,여수여행,여행,국내여행,전라남도,1344,439,1783
20240213,강릉여행,여행,국내여행,강원도,1053,425,1478
20240213,군산여행,여행,국내여행,전라북도,1039,382,1421
20240213,전주여행,여행,국내여행,전라북도,841,309,1150
20240213,속초여행,여행,국내여행,강원도,715,247,962
20240213,대구여행,여행,국내여행,대구광역시,635,305,940
20240213,목포여행,여행,국내여행,전라남도,629,198,827
20240214,부산여행,여행,국내여행,부산광역시,2766,903,3669
20240214,제주여행,여행,국내여행,제주특별자치도,1599,600,2199
20240214,여수여행,여행,국내여행,전라남도,1232,464,1696
20240214,경주여행,여행,국내여행,경상북도,1196,488,1684
20240214,군산여행,여행,국내여행,전라북도,1041,330,1371
20240214,강릉여행,여행,국내여행,강원도,917,392,1309
20240214,전주여행,여행,국내여행,전라북도,772,343,1115
20240214,속초여행,여행,국내여행,강원도,625,280,905
20240214,대구여행,여행,국내여행,대구광역시,559,241,800
20240214,대전여행,여행,국내여행,대전광역시,526,195,721
20240215,부산여행,여행,국내여행,부산광역시,2753,905,3658
20240215,제주여행,여행,국내여행,제주특별자치도,1365,504,1869
20240215,여수여행,여행,국내여행,전라남도,1318,418,1736
20240215,경주여행,여행,국내여행,경상북도,1144,542,1686
20240215,군산여행,여행,국내여행,전라북도,1128,358,1486
20240215,강릉여행,여행,국내여행,강원도,944,407,1351
20240215,전주여행,여행,국내여행,전라북도,722,263,985
20240215,속초여행,여행,국내여행,강원도,662,195,857
20240215,대구여행,여행,국내여행,대구광역시,604,245,849
20240215,목포여행,여행,국내여행,전라남도,625,218,843
20240216,부산여행,여행,국내여행,부산광역시,2778,785,3563
20240216,여수여행,여행,국내여행,전라남도,1256,455,1711
20240216,제주여행,여행,국내여행,제주특별자치도,1297,411,1708
20240216,경주여행,여행,국내여행,경상북도,1146,509,1655
20240216,군산여행,여행,국내여행,전라북도,1205,314,1519
20240216,강릉여행,여행,국내여행,강원도,934,358,1292
20240216,전주여행,여행,국내여행,전라북도,789,270,1059
20240216,속초여행,여행,국내여행,강원도,663,276,939
20240216,대구여행,여행,국내여행,대구광역시,611,270,881
20240216,목포여행,여행,국내여행,전라남도,604,187,791
20240217,부산여행,여행,국내여행,부산광역시,2399,277,2676
