기간,기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
23.10~24.09,안양시 동안구,자연관광,1652509,1.1,512,0.0
23.10~24.09,안양시 동안구,체험관광,1652509,1.1,91,0.0
23.10~24.09,안양시 만안구,기타관광,1110908,0.7,15800,1.4
23.10~24.09,안양시 만안구,레저스포츠,1110908,0.7,37577,3.4
23.10~24.09,안양시 만안구,문화관광,1110908,0.7,314524,28.3
23.10~24.09,안양시 만안구,쇼핑,1110908,0.7,135350,12.2
23.10~24.09,안양시 만안구,숙박,1110908,0.7,65239,5.9
23.10~24.09,안양시 만안구,역사관광,1110908,0.7,65918,5.9
23.10~24.09,안양시 만안구,음식,1110908,0.7,450691,40.6
23.10~24.09,안양시 만안구,자연관광,1110908,0.7,25234,2.3
23.10~24.09,안양시 만안구,체험관광,1110908,0.7,575,0.1
23.10~24.09,양주시,기타관광,2818296,1.8,29267,1.0
23.10~24.09,양주시,레저스포츠,2818296,1.8,200104,7.1
23.10~24.09,양주시,문화관광,2818296,1.8,300264,10.7
23.10~24.09,양주시,쇼핑,2818296,1.8,150019,5.3
23.10~24.09,양주시,숙박,2818296,1.8,154307,5.5
23.10~24.09,양주시,역사관광,2818296,1.8,31439,1.1
23.10~24.09,양주시,음식,2818296,1.8,1810147,64.2
23.10~24.09,양주시,자연관광,2818296,1.8,93610,3.3
23.10~24.09,양주시,체험관광,2818296,1.8,49139,1.7
23.10~24.09,양평군,기타관광,2958070,1.9,432414,14.6
23.10~24.09,양평군,레저스포츠,2958070,1.9,170373,5.8
23.10~24.09,양평군,문화관광,2958070,1.9,201587,6.8
23.10~24.09,양평군,쇼핑,2958070,1.9,55061,1.9
23.10~24.09,양평군,숙박,2958070,1.9,441300,14.9
23.10~24.09,양평군,역사관광,2958070,1.9,113871,3.8
23.10~24.09,양평군,음식,2958070,1.9,1436276,48.6
23.10~24.09,양평군,자연관광,2958070,1.9,101934,3.4
23.10~24.09,양평군,체험관광,2958070,1.9,5254,0.2
23.10~24.09,여주시,기타관광,3646094,2.4,79226,2.2
23.10~24.09,여주시,레저스포츠,3646094,2.4,1060265,29.1
23.10~24.09,여주시,문화관광,3646094,2.4,180963,5.0
23.10~24.09,여주시,쇼핑,3646094,2.4,714092,19.6
23.10~24.09,여주시,숙박,3646094,2.4,152111,4.2
23.10~24.09,여주시,역사관광,3646094,2.4,121918,3.3
23.10~24.09,여주시,음식,3646094,2.4,1276036,35.0
23.10~24.09,여주시,자연관광,3646094,2.4,42739,1.2
23.10~24.09,여주시,체험관광,3646094,2.4,18744,0.5
23.10~24.09,연천군,기타관광,1011951,0.7,145255,14.4
23.10~24.09,연천군,레저스포츠,1011951,0.7,76556,7.6
23.10~24.09,연천군,문화관광,1011951,0.7,117314,11.6
23.10~24.09,연천군,쇼핑,1011951,0.7,11353,1.1
23.10~24.09,연천군,숙박,1011951,0.7,149236,14.7
23.10~24.09,연천군,역사관광,1011951,0.7,62248,6.2
23.10~24.09,연천군,음식,1011951,0.7,357690,35.3
23.10~24.09,연천군,자연관광,1011951,0.7,79444,7.9
23.10~24.09,연천군,체험관광,1011951,0.7,12855,1.3
23.10~24.09,오산시,기타관광,1726646,1.1,19787,1.1
23.10~24.09,오산시,레저스포츠,1726646,1.1,29303,1.7
23.10~24.09,오산시,문화관광,1726646,1.1,175118,10.1
23.10~24.09,오산시,쇼핑,1726646,1.1,135750,7.9
23.10~24.09,오산시,숙박,1726646,1.1,89586,5.2
23.10~24.09,오산시,역사관광,1726646,1.1,41239,2.4
23.10~24.09,오산시,음식,1726646,1.1,1230549,71.3
23.10~24.09,오산시,자연관광,1726646,1.1,5000,0.3
23.10~24.09,오산시,체험관광,1726646,1.1,314,0.0
23.10~24.09,용인시 기흥구,기타관광,4659038,3.0,11404,0.2
23.10~24.09,용인시 기흥구,레저스포츠,4659038,3.0,560157,12.0
23.10~24.09,용인시 기흥구,문화관광,4659038,3.0,353424,7.6
23.10~24.09,용인시 기흥구,쇼핑,4659038,3.0,927634,19.9
23.10~24.09,용인시 기흥구,숙박,4659038,3.0,97638,2.1
23.10~24.09,용인시 기흥구,역사관광,4659038,3.0,235806,5.1
23.10~24.09,용인시 기흥구,음식,4659038,3.0,2465559,52.9
23.10~24.09,용인시 기흥구,자연관광,4659038,3.0,3608,0.1
23.10~24.09,용인시 기흥구,체험관광,4659038,3.0,3808,0.1
23.10~24.09,용인시 수지구,기타관광,2721363,1.8,3085,0.1
23.10~24.09,용인시 수지구,레저스포츠,2721363,1.8,10779,0.4
23.10~24.09,용인시 수지구,문화관광,2721363,1.8,148320,5.5
23.10~24.09,용인시 수지구,쇼핑,2721363,1.8,691676,25.4
23.10~24.09,용인시 수지구,숙박,2721363,1.8,56719,2.1
23.10~24.09,용인시 수지구,역사관광,2721363,1.8,15092,0.6
23.10~24.09,용인시 수지구,음식,2721363,1.8,1783782,65.5
23.10~24.09,용인시 수지구,자연관광,2721363,1.8,11683,0.4
23.10~24.09,용인시 수지구,체험관광,2721363,1.8,227,0.0
23.10~24.09,용인시 처인구,기타관광,6154383,4.0,138110,2.2
23.10~24.09,용인시 처인구,레저스포츠,6154383,4.0,1325576,21.5
23.10~24.09,용인시 처인구,문화관광,6154383,4.0,1429951,23.2
23.10~24.09,용인시 처인구,쇼핑,6154383,4.0,78372,1.3
23.10~24.09,용인시 처인구,숙박,6154383,4.0,433015,7.0
23.10~24.09,용인시 처인구,역사관광,6154383,4.0,77488,1.3
23.10~24.09,용인시 처인구,음식,6154383,4.0,2489250,40.4
23.10~24.09,용인시 처인구,자연관광,6154383,4.0,96034,1.6
23.10~24.09,용인시 처인구,체험관광,6154383,4.0,86587,1.4
23.10~24.09,의왕시,기타관광,2376517,1.5,34914,1.5
23.10~24.09,의왕시,레저스포츠,2376517,1.5,31991,1.3
23.10~24.09,의왕시,문화관광,2376517,1.5,162077,6.8
23.10~24.09,의왕시,쇼핑,2376517,1.5,604936,25.5
23.10~24.09,의왕시,숙박,2376517,1.5,54667,2.3
23.10~24.09,의왕시,역사관광,2376517,1.5,49280,2.1
23.10~24.09,의왕시,음식,2376517,1.5,1289566,54.3
23.10~24.09,의왕시,자연관광,2376517,1.5,142869,6.0
23.10~24.09,의왕시,체험관광,2376517,1.5,6217,0.3
23.10~24.09,의정부시,기타관광,2738653,1.8,51510,1.9
23.10~24.09,의정부시,레저스포츠,2738653,1.8,71482,2.6
23.10~24.09,의정부시,문화관광,2738653,1.8,220396,8.0
23.10~24.09,의정부시,쇼핑,2738653,1.8,385174,14.1
23.10~24.09,의정부시,숙박,2738653,1.8,111559,4.1
23.10~24.09,의정부시,역사관광,2738653,1.8,14330,0.5
23.10~24.09,의정부시,음식,2738653,1.8,1880349,68.7
23.10~24.09,의정부시,자연관광,2738653,1.8,3320,0.1
23.10~24.09,의정부시,체험관광,2738653,1.8,533,0.0
23.10~24.09,이천시,기타관광,3560038,2.3,197517,5.5
23.10~24.09,이천시,레저스포츠,3560038,2.3,678501,19.1
23.10~24.09,이천시,문화관광,3560038,2.3,233480,6.6
23.10~24.09,이천시,쇼핑,3560038,2.3,476395,13.4
23.10~24.09,이천시,숙박,3560038,2.3,194037,5.5
23.10~24.09,이천시,역사관광,3560038,2.3,49379,1.4
23.10~24.09,이천시,음식,3560038,2.3,1579008,44.4
23.10~24.09,이천시,자연관광,3560038,2.3,11971,0.3
23.10~24.09,이천시,체험관광,3560038,2.3,139750,3.9
23.10~24.09,파주시,기타관광,8015901,5.2,813570,10.1
23.10~24.09,파주시,레저스포츠,8015901,5.2,577980,7.2
23.10~24.09,파주시,문화관광,8015901,5.2,858488,10.7
23.10~24.09,파주시,쇼핑,8015901,5.2,1203634,15.0
23.10~24.09,파주시,숙박,8015901,5.2,328979,4.1
23.10~24.09,파주시,역사관광,8015901,5.2,115703,1.4
23.10~24.09,파주시,음식,8015901,5.2,4018029,50.1
23.10~24.09,파주시,자연관광,8015901,5.2,74168,0.9
23.10~24.09,파주시,체험관광,8015901,5.2,25350,0.3
23.10~24.09,평택시,기타관광,5057805,3.3,210579,4.2
23.10~24.09,평택시,레저스포츠,5057805,3.3,116236,2.3
23.10~24.09,평택시,문화관광,5057805,3.3,424134,8.4
23.10~24.09,평택시,쇼핑,5057805,3.3,324760,6.4
23.10~24.09,평택시,숙박,5057805,3.3,339136,6.7
23.10~24.09,평택시,역사관광,5057805,3.3,24814,0.5
23.10~24.09,평택시,음식,5057805,3.3,3562074,70.4
23.10~24.09,평택시,자연관광,5057805,3.3,48882,1.0
23.10~24.09,평택시,체험관광,5057805,3.3,7190,0.1
23.10~24.09,포천시,기타관광,3871782,2.5,100107,2.6
23.10~24.09,포천시,레저스포츠,3871782,2.5,767328,19.8
23.10~24.09,포천시,문화관광,3871782,2.5,338114,8.7
23.10~24.09,포천시,쇼핑,3871782,2.5,20635,0.5
23.10~24.09,포천시,숙박,3871782,2.5,434885,11.2
23.10~24.09,포천시,역사관광,3871782,2.5,31623,0.8
23.10~24.09,포천시,음식,3871782,2.5,1746822,45.1
23.10~24.09,포천시,자연관광,3871782,2.5,291637,7.5
23.10~24.09,포천시,체험관광,3871782,2.5,140631,3.6
23.10~24.09,하남시,기타관광,5592489,3.6,5471,0.1
23.10~24.09,하남시,레저스포츠,5592489,3.6,211314,3.8
23.10~24.09,하남시,문화관광,5592489,3.6,542937,9.7
23.10~24.09,하남시,쇼핑,5592489,3.6,2264067,40.5
23.10~24.09,하남시,숙박,5592489,3.6,74856,1.3
23.10~24.09,하남시,역사관광,5592489,3.6,19532,0.3
23.10~24.09,하남시,음식,5592489,3.6,2468367,44.1
23.10~24.09,하남시,자연관광,5592489,3.6,3851,0.1
23.10~24.09,하남시,체험관광,5592489,3.6,2094,0.0
23.10~24.09,화성시,기타관광,10355469,6.7,631931,6.1
23.10~24.09,화성시,레저스포츠,10355469,6.7,650945,6.3
23.10~24.09,화성시,문화관광,10355469,6.7,1078022,10.4
23.10~24.09,화성시,쇼핑,10355469,6.7,832997,8.0
23.10~24.09,화성시,숙박,10355469,6.7,630756,6.1
23.10~24.09,화성시,역사관광,10355469,6.7,184144,1.8
23.10~24.09,화성시,음식,10355469,6.7,5619206,54.3
23.10~24.09,화성시,자연관광,10355469,6.7,579918,5.6
23.10~24.09,화성시,체험관광,10355469,6.7,147550,1.4
24.10~25.09,가평군,기타관광,3365415,2.4,285296,8.5
24.10~25.09,가평군,레저스포츠,3365415,2.4,430463,12.8
24.10~25.09,가평군,문화관광,3365415,2.4,343925,10.2
24.10~25.09,가평군,쇼핑,3365415,2.4,11075,0.3
24.10~25.09,가평군,숙박,3365415,2.4,809776,24.1
24.10~25.09,가평군,역사관광,3365415,2.4,16237,0.5
24.10~25.09,가평군,음식,3365415,2.4,1168098,34.7
24.10~25.09,가평군,자연관광,3365415,2.4,296438,8.8
24.10~25.09,가평군,체험관광,3365415,2.4,4107,0.1
24.10~25.09,고양시 덕양구,기타관광,5774805,4.0,286859,5.0
24.10~25.09,고양시 덕양구,레저스포츠,5774805,4.0,418439,7.2
24.10~25.09,고양시 덕양구,문화관광,5774805,4.0,426194,7.4
24.10~25.09,고양시 덕양구,쇼핑,5774805,4.0,1429098,24.7
24.10~25.09,고양시 덕양구,숙박,5774805,4.0,82866,1.4
24.10~25.09,고양시 덕양구,역사관광,5774805,4.0,193197,3.3
24.10~25.09,고양시 덕양구,음식,5774805,4.0,2895950,50.1
24.10~25.09,고양시 덕양구,자연관광,5774805,4.0,5520,0.1
24.10~25.09,고양시 덕양구,체험관광,5774805,4.0,36682,0.6
24.10~25.09,고양시 일산동구,기타관광,4092717,2.9,99239,2.4
24.10~25.09,고양시 일산동구,레저스포츠,4092717,2.9,98358,2.4
24.10~25.09,고양시 일산동구,문화관광,4092717,2.9,639245,15.6
24.10~25.09,고양시 일산동구,쇼핑,4092717,2.9,598811,14.6
24.10~25.09,고양시 일산동구,숙박,4092717,2.9,163113,4.0
24.10~25.09,고양시 일산동구,역사관광,4092717,2.9,15203,0.4
24.10~25.09,고양시 일산동구,음식,4092717,2.9,2468709,60.3
24.10~25.09,고양시 일산동구,자연관광,4092717,2.9,787,0.0
24.10~25.09,고양시 일산동구,체험관광,4092717,2.9,9252,0.2
24.10~25.09,고양시 일산서구,기타관광,2941906,2.1,59201,2.0
24.10~25.09,고양시 일산서구,레저스포츠,2941906,2.1,41952,1.4
24.10~25.09,고양시 일산서구,문화관광,2941906,2.1,1021288,34.7
24.10~25.09,고양시 일산서구,쇼핑,2941906,2.1,620965,21.1
24.10~25.09,고양시 일산서구,숙박,2941906,2.1,95003,3.2
24.10~25.09,고양시 일산서구,역사관광,2941906,2.1,1271,0.0
24.10~25.09,고양시 일산서구,음식,2941906,2.1,1087804,37.0
24.10~25.09,고양시 일산서구,자연관광,2941906,2.1,2113,0.1
24.10~25.09,고양시 일산서구,체험관광,2941906,2.1,12309,0.4
24.10~25.09,과천시,기타관광,1628531,1.1,11484,0.7
24.10~25.09,과천시,레저스포츠,1628531,1.1,180880,11.1
24.10~25.09,과천시,문화관광,1628531,1.1,913503,56.1
24.10~25.09,과천시,쇼핑,1628531,1.1,11581,0.7
24.10~25.09,과천시,숙박,1628531,1.1,11278,0.7
24.10~25.09,과천시,역사관광,1628531,1.1,11519,0.7
24.10~25.09,과천시,음식,1628531,1.1,479330,29.4
24.10~25.09,과천시,자연관광,1628531,1.1,7511,0.5
24.10~25.09,과천시,체험관광,1628531,1.1,1445,0.1
24.10~25.09,광명시,기타관광,3303071,2.3,1465072,44.4
24.10~25.09,광명시,레저스포츠,3303071,2.3,103624,3.1
24.10~25.09,광명시,문화관광,3303071,2.3,119089,3.6
24.10~25.09,광명시,쇼핑,3303071,2.3,437845,13.3
24.10~25.09,광명시,숙박,3303071,2.3,101515,3.1
24.10~25.09,광명시,역사관광,3303071,2.3,16670,0.5
24.10~25.09,광명시,음식,3303071,2.3,949086,28.7
24.10~25.09,광명시,자연관광,3303071,2.3,102020,3.1
24.10~25.09,광명시,체험관광,3303071,2.3,8150,0.2
24.10~25.09,광주시,기타관광,3856905,2.7,34071,0.9
24.10~25.09,광주시,레저스포츠,3856905,2.7,504179,13.1
24.10~25.09,광주시,문화관광,3856905,2.7,486966,12.6
24.10~25.09,광주시,쇼핑,3856905,2.7,55524,1.4
24.10~25.09,광주시,숙박,3856905,2.7,228430,5.9
24.10~25.09,광주시,역사관광,3856905,2.7,155953,4.0
24.10~25.09,광주시,음식,3856905,2.7,2330067,60.4
24.10~25.09,광주시,자연관광,3856905,2.7,49996,1.3
24.10~25.09,광주시,체험관광,3856905,2.7,11719,0.3
24.10~25.09,구리시,기타관광,1983429,1.4,10650,0.5
24.10~25.09,구리시,레저스포츠,1983429,1.4,77031,3.9
24.10~25.09,구리시,문화관광,1983429,1.4,250241,12.6
24.10~25.09,구리시,쇼핑,1983429,1.4,674371,34.0
24.10~25.09,구리시,숙박,1983429,1.4,67511,3.4
24.10~25.09,구리시,역사관광,1983429,1.4,41848,2.1
24.10~25.09,구리시,음식,1983429,1.4,856526,43.2
24.10~25.09,구리시,자연관광,1983429,1.4,69,0.0
24.10~25.09,구리시,체험관광,1983429,1.4,5182,0.3
24.10~25.09,군포시,기타관광,768312,0.5,4722,0.6
24.10~25.09,군포시,레저스포츠,768312,0.5,43930,5.7
24.10~25.09,군포시,문화관광,768312,0.5,79315,10.3
24.10~25.09,군포시,쇼핑,768312,0.5,159014,20.7
24.10~25.09,군포시,숙박,768312,0.5,32495,4.2
24.10~25.09,군포시,역사관광,768312,0.5,6220,0.8
24.10~25.09,군포시,음식,768312,0.5,400167,52.1
24.10~25.09,군포시,자연관광,768312,0.5,41780,5.4
24.10~25.09,군포시,체험관광,768312,0.5,669,0.1
24.10~25.09,김포시,기타관광,5165308,3.6,21057,0.4
24.10~25.09,김포시,레저스포츠,5165308,3.6,137609,2.7
24.10~25.09,김포시,문화관광,5165308,3.6,372602,7.2
24.10~25.09,김포시,쇼핑,5165308,3.6,1098205,21.3
24.10~25.09,김포시,숙박,5165308,3.6,260393,5.0
24.10~25.09,김포시,역사관광,5165308,3.6,38683,0.7
24.10~25.09,김포시,음식,5165308,3.6,3014504,58.4
24.10~25.09,김포시,자연관광,5165308,3.6,183073,3.5
24.10~25.09,김포시,체험관광,5165308,3.6,39182,0.8
24.10~25.09,남양주시,기타관광,8068406,5.6,507378,6.3
24.10~25.09,남양주시,레저스포츠,8068406,5.6,324795,4.0
24.10~25.09,남양주시,문화관광,8068406,5.6,658792,8.2
24.10~25.09,남양주시,쇼핑,8068406,5.6,916567,11.4
24.10~25.09,남양주시,숙박,8068406,5.6,222431,2.8
24.10~25.09,남양주시,역사관광,8068406,5.6,232998,2.9
24.10~25.09,남양주시,음식,8068406,5.6,5055139,62.7
24.10~25.09,남양주시,자연관광,8068406,5.6,91261,1.1
24.10~25.09,남양주시,체험관광,8068406,5.6,59045,0.7
24.10~25.09,동두천시,기타관광,567572,0.4,42658,7.5
24.10~25.09,동두천시,레저스포츠,567572,0.4,33620,5.9
24.10~25.09,동두천시,문화관광,567572,0.4,53902,9.5
24.10~25.09,동두천시,쇼핑,567572,0.4,22147,3.9
24.10~25.09,동두천시,숙박,567572,0.4,42323,7.5
24.10~25.09,동두천시,역사관광,567572,0.4,2310,0.4
24.10~25.09,동두천시,음식,567572,0.4,320721,56.5
24.10~25.09,동두천시,자연관광,567572,0.4,46613,8.2
24.10~25.09,동두천시,체험관광,567572,0.4,3278,0.6
24.10~25.09,부천시 소사구,기타관광,704926,0.5,40,0.0
24.10~25.09,부천시 소사구,레저스포츠,704926,0.5,5099,0.7
24.10~25.09,부천시 소사구,문화관광,704926,0.5,86137,12.2
24.10~25.09,부천시 소사구,쇼핑,704926,0.5,318488,45.2
24.10~25.09,부천시 소사구,숙박,704926,0.5,3492,0.5
24.10~25.09,부천시 소사구,역사관광,704926,0.5,7729,1.1
24.10~25.09,부천시 소사구,음식,704926,0.5,280424,39.8
24.10~25.09,부천시 소사구,자연관광,704926,0.5,3304,0.5
24.10~25.09,부천시 소사구,체험관광,704926,0.5,213,0.0
24.10~25.09,부천시 오정구,기타관광,517125,0.4,6,0.0
24.10~25.09,부천시 오정구,레저스포츠,517125,0.4,2213,0.4
24.10~25.09,부천시 오정구,문화관광,517125,0.4,71020,13.7
24.10~25.09,부천시 오정구,쇼핑,517125,0.4,54369,10.5
24.10~25.09,부천시 오정구,숙박,517125,0.4,19405,3.8
24.10~25.09,부천시 오정구,역사관광,517125,0.4,455,0.1
24.10~25.09,부천시 오정구,음식,517125,0.4,368129,71.2
24.10~25.09,부천시 오정구,자연관광,517125,0.4,18,0.0
24.10~25.09,부천시 오정구,체험관광,517125,0.4,1510,0.3
24.10~25.09,부천시 원미구,기타관광,2620674,1.8,141513,5.4
24.10~25.09,부천시 원미구,레저스포츠,2620674,1.8,14444,0.6
24.10~25.09,부천시 원미구,문화관광,2620674,1.8,512284,19.5
24.10~25.09,부천시 원미구,쇼핑,2620674,1.8,761443,29.1
24.10~25.09,부천시 원미구,숙박,2620674,1.8,117340,4.5
24.10~25.09,부천시 원미구,역사관광,2620674,1.8,17184,0.7
24.10~25.09,부천시 원미구,음식,2620674,1.8,1048665,40.0
24.10~25.09,부천시 원미구,자연관광,2620674,1.8,6660,0.3
24.10~25.09,부천시 원미구,체험관광,2620674,1.8,1141,0.0
24.10~25.09,성남시 분당구,기타관광,6037157,4.2,104603,1.7
24.10~25.09,성남시 분당구,레저스포츠,6037157,4.2,176186,2.9
24.10~25.09,성남시 분당구,문화관광,6037157,4.2,474559,7.9
24.10~25.09,성남시 분당구,쇼핑,6037157,4.2,1521828,25.2
24.10~25.09,성남시 분당구,숙박,6037157,4.2,292116,4.8
24.10~25.09,성남시 분당구,역사관광,6037157,4.2,24198,0.4
24.10~25.09,성남시 분당구,음식,6037157,4.2,3420569,56.7
24.10~25.09,성남시 분당구,자연관광,6037157,4.2,1144,0.0
24.10~25.09,성남시 분당구,체험관광,6037157,4.2,21954,0.4
24.10~25.09,성남시 수정구,기타관광,1623940,1.1,4911,0.3
24.10~25.09,성남시 수정구,레저스포츠,1623940,1.1,49409,3.0
24.10~25.09,성남시 수정구,문화관광,1623940,1.1,235472,14.5
24.10~25.09,성남시 수정구,쇼핑,1623940,1.1,178456,11.0
24.10~25.09,성남시 수정구,숙박,1623940,1.1,126372,7.8
24.10~25.09,성남시 수정구,역사관광,1623940,1.1,27715,1.7
24.10~25.09,성남시 수정구,음식,1623940,1.1,984836,60.6
24.10~25.09,성남시 수정구,자연관광,1623940,1.1,10213,0.6
24.10~25.09,성남시 수정구,체험관광,1623940,1.1,6556,0.4
24.10~25.09,성남시 중원구,레저스포츠,584489,0.4,3171,0.5
24.10~25.09,성남시 중원구,문화관광,584489,0.4,75039,12.8
24.10~25.09,성남시 중원구,쇼핑,584489,0.4,216709,37.1
24.10~25.09,성남시 중원구,숙박,584489,0.4,64809,11.1
24.10~25.09,성남시 중원구,역사관광,584489,0.4,4361,0.7
24.10~25.09,성남시 중원구,음식,584489,0.4,213373,36.5
24.10~25.09,성남시 중원구,자연관광,584489,0.4,3452,0.6
24.10~25.09,성남시 중원구,체험관광,584489,0.4,3575,0.6
24.10~25.09,수원시 권선구,기타관광,3280462,2.3,572423,17.4
24.10~25.09,수원시 권선구,레저스포츠,3280462,2.3,100495,3.1
24.10~25.09,수원시 권선구,문화관광,3280462,2.3,297099,9.1
24.10~25.09,수원시 권선구,쇼핑,3280462,2.3,770661,23.5
24.10~25.09,수원시 권선구,숙박,3280462,2.3,98418,3.0
24.10~25.09,수원시 권선구,역사관광,3280462,2.3,7696,0.2
24.10~25.09,수원시 권선구,음식,3280462,2.3,1403973,42.8
24.10~25.09,수원시 권선구,자연관광,3280462,2.3,1332,0.0
24.10~25.09,수원시 권선구,체험관광,3280462,2.3,28365,0.9
24.10~25.09,수원시 영통구,기타관광,3259460,2.3,1371,0.0
24.10~25.09,수원시 영통구,레저스포츠,3259460,2.3,123880,3.8
24.10~25.09,수원시 영통구,문화관광,3259460,2.3,580763,17.8
24.10~25.09,수원시 영통구,쇼핑,3259460,2.3,682056,20.9
24.10~25.09,수원시 영통구,숙박,3259460,2.3,90201,2.8
24.10~25.09,수원시 영통구,역사관광,3259460,2.3,1030,0.0
24.10~25.09,수원시 영통구,음식,3259460,2.3,1755306,53.9
24.10~25.09,수원시 영통구,자연관광,3259460,2.3,20523,0.6
24.10~25.09,수원시 영통구,체험관광,3259460,2.3,4330,0.1
24.10~25.09,수원시 장안구,기타관광,2641877,1.8,347,0.0
24.10~25.09,수원시 장안구,레저스포츠,2641877,1.8,5973,0.2
24.10~25.09,수원시 장안구,문화관광,2641877,1.8,325934,12.3
24.10~25.09,수원시 장안구,쇼핑,2641877,1.8,1317988,49.9
24.10~25.09,수원시 장안구,숙박,2641877,1.8,25844,1.0
24.10~25.09,수원시 장안구,역사관광,2641877,1.8,47786,1.8
24.10~25.09,수원시 장안구,음식,2641877,1.8,757990,28.7
24.10~25.09,수원시 장안구,자연관광,2641877,1.8,75753,2.9
24.10~25.09,수원시 장안구,체험관광,2641877,1.8,84262,3.2
24.10~25.09,수원시 팔달구,기타관광,3110216,2.2,25128,0.8
24.10~25.09,수원시 팔달구,레저스포츠,3110216,2.2,14651,0.5
24.10~25.09,수원시 팔달구,문화관광,3110216,2.2,464629,14.9
24.10~25.09,수원시 팔달구,쇼핑,3110216,2.2,551345,17.7
24.10~25.09,수원시 팔달구,숙박,3110216,2.2,392391,12.6
24.10~25.09,수원시 팔달구,역사관광,3110216,2.2,253491,8.2
24.10~25.09,수원시 팔달구,음식,3110216,2.2,1401252,45.1
24.10~25.09,수원시 팔달구,자연관광,3110216,2.2,1708,0.1
24.10~25.09,수원시 팔달구,체험관광,3110216,2.2,5621,0.2
24.10~25.09,시흥시,기타관광,4511681,3.2,27793,0.6
24.10~25.09,시흥시,레저스포츠,4511681,3.2,284549,6.3
24.10~25.09,시흥시,문화관광,4511681,3.2,798366,17.7
24.10~25.09,시흥시,쇼핑,4511681,3.2,850945,18.9
24.10~25.09,시흥시,숙박,4511681,3.2,177640,3.9
24.10~25.09,시흥시,역사관광,4511681,3.2,17127,0.4
24.10~25.09,시흥시,음식,4511681,3.2,2177794,48.3
24.10~25.09,시흥시,자연관광,4511681,3.2,167336,3.7
24.10~25.09,시흥시,체험관광,4511681,3.2,10131,0.2
24.10~25.09,안산시 단원구,기타관광,3013951,2.1,112080,3.7
24.10~25.09,안산시 단원구,레저스포츠,3013951,2.1,136734,4.5
24.10~25.09,안산시 단원구,문화관광,3013951,2.1,424841,14.1
24.10~25.09,안산시 단원구,쇼핑,3013951,2.1,232699,7.7
24.10~25.09,안산시 단원구,숙박,3013951,2.1,408269,13.5
24.10~25.09,안산시 단원구,역사관광,3013951,2.1,8156,0.3
24.10~25.09,안산시 단원구,음식,3013951,2.1,1376527,45.7
24.10~25.09,안산시 단원구,자연관광,3013951,2.1,309302,10.3
24.10~25.09,안산시 단원구,체험관광,3013951,2.1,5343,0.2
24.10~25.09,안산시 상록구,기타관광,1183408,0.8,92014,7.8
24.10~25.09,안산시 상록구,레저스포츠,1183408,0.8,85056,7.2
24.10~25.09,안산시 상록구,문화관광,1183408,0.8,172323,14.6
24.10~25.09,안산시 상록구,쇼핑,1183408,0.8,106072,9.0
24.10~25.09,안산시 상록구,숙박,1183408,0.8,74932,6.3
24.10~25.09,안산시 상록구,역사관광,1183408,0.8,12658,1.1
24.10~25.09,안산시 상록구,음식,1183408,0.8,613718,51.9
24.10~25.09,안산시 상록구,자연관광,1183408,0.8,22315,1.9
24.10~25.09,안산시 상록구,체험관광,1183408,0.8,4320,0.4
24.10~25.09,안성시,기타관광,3176790,2.2,120468,3.8
24.10~25.09,안성시,레저스포츠,3176790,2.2,672193,21.2
24.10~25.09,안성시,문화관광,3176790,2.2,247264,7.8
24.10~25.09,안성시,쇼핑,3176790,2.2,618535,19.5
24.10~25.09,안성시,숙박,3176790,2.2,117351,3.7
24.10~25.09,안성시,역사관광,3176790,2.2,85944,2.7
24.10~25.09,안성시,음식,3176790,2.2,1213894,38.2
24.10~25.09,안성시,자연관광,3176790,2.2,79395,2.5
24.10~25.09,안성시,체험관광,3176790,2.2,21746,0.7
24.10~25.09,안양시 동안구,기타관광,1630532,1.1,13504,0.8
24.10~25.09,안양시 동안구,레저스포츠,1630532,1.1,30374,1.9
24.10~25.09,안양시 동안구,문화관광,1630532,1.1,171773,10.5
24.10~25.09,안양시 동안구,쇼핑,1630532,1.1,497707,30.5
24.10~25.09,안양시 동안구,숙박,1630532,1.1,42679,2.6
24.10~25.09,안양시 동안구,역사관광,1630532,1.1,4341,0.3
24.10~25.09,안양시 동안구,음식,1630532,1.1,867486,53.2
24.10~25.09,안양시 동안구,자연관광,1630532,1.1,443,0.0
24.10~25.09,안양시 동안구,체험관광,1630532,1.1,2225,0.1
24.10~25.09,안양시 만안구,기타관광,1061050,0.7,15611,1.5
24.10~25.09,안양시 만안구,레저스포츠,1061050,0.7,34647,3.3
24.10~25.09,안양시 만안구,문화관광,1061050,0.7,302480,28.5
24.10~25.09,안양시 만안구,쇼핑,1061050,0.7,139038,13.1
24.10~25.09,안양시 만안구,숙박,1061050,0.7,55498,5.2
24.10~25.09,안양시 만안구,역사관광,1061050,0.7,68604,6.5
24.10~25.09,안양시 만안구,음식,1061050,0.7,424742,40.0
24.10~25.09,안양시 만안구,자연관광,1061050,0.7,17309,1.6
24.10~25.09,안양시 만안구,체험관광,1061050,0.7,3121,0.3
24.10~25.09,양주시,기타관광,2672836,1.9,34715,1.3
24.10~25.09,양주시,레저스포츠,2672836,1.9,183633,6.9
24.10~25.09,양주시,문화관광,2672836,1.9,286889,10.7
