기간,기초지자체,카테고리중분류명 ,기초지자체 검색건수,기초지자체 검색건수 비율,중분류 검색건수,중분류 검색건수 비율
24.10~25.09,양주시,쇼핑,2672836,1.9,141426,5.3
24.10~25.09,양주시,숙박,2672836,1.9,133411,5.0
24.10~25.09,양주시,역사관광,2672836,1.9,35587,1.3
24.10~25.09,양주시,음식,2672836,1.9,1721495,64.4
24.10~25.09,양주시,자연관광,2672836,1.9,82481,3.1
24.10~25.09,양주시,체험관광,2672836,1.9,53199,2.0
24.10~25.09,양평군,기타관광,2693690,1.9,407272,15.1
24.10~25.09,양평군,레저스포츠,2693690,1.9,146999,5.5
24.10~25.09,양평군,문화관광,2693690,1.9,184201,6.8
24.10~25.09,양평군,쇼핑,2693690,1.9,55721,2.1
24.10~25.09,양평군,숙박,2693690,1.9,394402,14.6
24.10~25.09,양평군,역사관광,2693690,1.9,118444,4.4
24.10~25.09,양평군,음식,2693690,1.9,1292975,48.0
24.10~25.09,양평군,자연관광,2693690,1.9,88291,3.3
24.10~25.09,양평군,체험관광,2693690,1.9,5385,0.2
24.10~25.09,여주시,기타관광,3398973,2.4,113828,3.3
24.10~25.09,여주시,레저스포츠,3398973,2.4,1001111,29.5
24.10~25.09,여주시,문화관광,3398973,2.4,171047,5.0
24.10~25.09,여주시,쇼핑,3398973,2.4,683482,20.1
24.10~25.09,여주시,숙박,3398973,2.4,136580,4.0
24.10~25.09,여주시,역사관광,3398973,2.4,134114,3.9
24.10~25.09,여주시,음식,3398973,2.4,1086400,32.0
24.10~25.09,여주시,자연관광,3398973,2.4,54180,1.6
24.10~25.09,여주시,체험관광,3398973,2.4,18231,0.5
24.10~25.09,연천군,기타관광,862197,0.6,101664,11.8
24.10~25.09,연천군,레저스포츠,862197,0.6,74141,8.6
24.10~25.09,연천군,문화관광,862197,0.6,125078,14.5
24.10~25.09,연천군,쇼핑,862197,0.6,12507,1.5
24.10~25.09,연천군,숙박,862197,0.6,125899,14.6
24.10~25.09,연천군,역사관광,862197,0.6,60392,7.0
24.10~25.09,연천군,음식,862197,0.6,286033,33.2
24.10~25.09,연천군,자연관광,862197,0.6,67489,7.8
24.10~25.09,연천군,체험관광,862197,0.6,8994,1.0
24.10~25.09,오산시,기타관광,1782824,1.2,20080,1.1
24.10~25.09,오산시,레저스포츠,1782824,1.2,28847,1.6
24.10~25.09,오산시,문화관광,1782824,1.2,192112,10.8
24.10~25.09,오산시,쇼핑,1782824,1.2,151061,8.5
24.10~25.09,오산시,숙박,1782824,1.2,92606,5.2
24.10~25.09,오산시,역사관광,1782824,1.2,38096,2.1
24.10~25.09,오산시,음식,1782824,1.2,1248580,70.0
24.10~25.09,오산시,자연관광,1782824,1.2,4911,0.3
24.10~25.09,오산시,체험관광,1782824,1.2,6531,0.4
24.10~25.09,용인시 기흥구,기타관광,4227339,3.0,12661,0.3
24.10~25.09,용인시 기흥구,레저스포츠,4227339,3.0,428108,10.1
24.10~25.09,용인시 기흥구,문화관광,4227339,3.0,327067,7.7
24.10~25.09,용인시 기흥구,쇼핑,4227339,3.0,879623,20.8
24.10~25.09,용인시 기흥구,숙박,4227339,3.0,102856,2.4
24.10~25.09,용인시 기흥구,역사관광,4227339,3.0,218466,5.2
24.10~25.09,용인시 기흥구,음식,4227339,3.0,2246166,53.1
24.10~25.09,용인시 기흥구,자연관광,4227339,3.0,3261,0.1
24.10~25.09,용인시 기흥구,체험관광,4227339,3.0,9131,0.2
24.10~25.09,용인시 수지구,기타관광,2571997,1.8,2601,0.1
24.10~25.09,용인시 수지구,레저스포츠,2571997,1.8,16714,0.6
24.10~25.09,용인시 수지구,문화관광,2571997,1.8,152215,5.9
24.10~25.09,용인시 수지구,쇼핑,2571997,1.8,620467,24.1
24.10~25.09,용인시 수지구,숙박,2571997,1.8,47958,1.9
24.10~25.09,용인시 수지구,역사관광,2571997,1.8,14263,0.6
24.10~25.09,용인시 수지구,음식,2571997,1.8,1679322,65.3
24.10~25.09,용인시 수지구,자연관광,2571997,1.8,8772,0.3
24.10~25.09,용인시 수지구,체험관광,2571997,1.8,29685,1.2
24.10~25.09,용인시 처인구,기타관광,5766192,4.0,154896,2.7
24.10~25.09,용인시 처인구,레저스포츠,5766192,4.0,1303783,22.6
24.10~25.09,용인시 처인구,문화관광,5766192,4.0,1258595,21.8
24.10~25.09,용인시 처인구,쇼핑,5766192,4.0,90634,1.6
24.10~25.09,용인시 처인구,숙박,5766192,4.0,382175,6.6
24.10~25.09,용인시 처인구,역사관광,5766192,4.0,88726,1.5
24.10~25.09,용인시 처인구,음식,5766192,4.0,2316263,40.2
24.10~25.09,용인시 처인구,자연관광,5766192,4.0,85954,1.5
24.10~25.09,용인시 처인구,체험관광,5766192,4.0,85166,1.5
24.10~25.09,의왕시,기타관광,2134928,1.5,21511,1.0
24.10~25.09,의왕시,레저스포츠,2134928,1.5,27497,1.3
24.10~25.09,의왕시,문화관광,2134928,1.5,174038,8.2
24.10~25.09,의왕시,쇼핑,2134928,1.5,477360,22.4
24.10~25.09,의왕시,숙박,2134928,1.5,55275,2.6
24.10~25.09,의왕시,역사관광,2134928,1.5,48287,2.3
24.10~25.09,의왕시,음식,2134928,1.5,1198634,56.1
24.10~25.09,의왕시,자연관광,2134928,1.5,121228,5.7
24.10~25.09,의왕시,체험관광,2134928,1.5,11098,0.5
24.10~25.09,의정부시,기타관광,2599586,1.8,46590,1.8
24.10~25.09,의정부시,레저스포츠,2599586,1.8,72719,2.8
24.10~25.09,의정부시,문화관광,2599586,1.8,223771,8.6
24.10~25.09,의정부시,쇼핑,2599586,1.8,379638,14.6
24.10~25.09,의정부시,숙박,2599586,1.8,125971,4.8
24.10~25.09,의정부시,역사관광,2599586,1.8,15309,0.6
24.10~25.09,의정부시,음식,2599586,1.8,1726235,66.4
24.10~25.09,의정부시,자연관광,2599586,1.8,3550,0.1
24.10~25.09,의정부시,체험관광,2599586,1.8,5803,0.2
24.10~25.09,이천시,기타관광,3213008,2.2,169084,5.3
24.10~25.09,이천시,레저스포츠,3213008,2.2,600065,18.7
24.10~25.09,이천시,문화관광,3213008,2.2,219868,6.8
24.10~25.09,이천시,쇼핑,3213008,2.2,429841,13.4
24.10~25.09,이천시,숙박,3213008,2.2,161898,5.0
24.10~25.09,이천시,역사관광,3213008,2.2,55978,1.7
24.10~25.09,이천시,음식,3213008,2.2,1430772,44.5
24.10~25.09,이천시,자연관광,3213008,2.2,9930,0.3
24.10~25.09,이천시,체험관광,3213008,2.2,135572,4.2
24.10~25.09,파주시,기타관광,7433152,5.2,717762,9.7
24.10~25.09,파주시,레저스포츠,7433152,5.2,551619,7.4
24.10~25.09,파주시,문화관광,7433152,5.2,815234,11.0
24.10~25.09,파주시,쇼핑,7433152,5.2,1144228,15.4
24.10~25.09,파주시,숙박,7433152,5.2,298432,4.0
24.10~25.09,파주시,역사관광,7433152,5.2,114917,1.5
24.10~25.09,파주시,음식,7433152,5.2,3728692,50.2
24.10~25.09,파주시,자연관광,7433152,5.2,36693,0.5
24.10~25.09,파주시,체험관광,7433152,5.2,25575,0.3
24.10~25.09,평택시,기타관광,4530468,3.2,187672,4.1
24.10~25.09,평택시,레저스포츠,4530468,3.2,108758,2.4
24.10~25.09,평택시,문화관광,4530468,3.2,400319,8.8
24.10~25.09,평택시,쇼핑,4530468,3.2,333456,7.4
24.10~25.09,평택시,숙박,4530468,3.2,316191,7.0
24.10~25.09,평택시,역사관광,4530468,3.2,25161,0.6
24.10~25.09,평택시,음식,4530468,3.2,3094107,68.3
24.10~25.09,평택시,자연관광,4530468,3.2,52304,1.2
24.10~25.09,평택시,체험관광,4530468,3.2,12500,0.3
24.10~25.09,포천시,기타관광,3569861,2.5,168056,4.7
24.10~25.09,포천시,레저스포츠,3569861,2.5,729181,20.4
24.10~25.09,포천시,문화관광,3569861,2.5,331915,9.3
24.10~25.09,포천시,쇼핑,3569861,2.5,18832,0.5
24.10~25.09,포천시,숙박,3569861,2.5,357479,10.0
24.10~25.09,포천시,역사관광,3569861,2.5,30484,0.9
24.10~25.09,포천시,음식,3569861,2.5,1520968,42.6
24.10~25.09,포천시,자연관광,3569861,2.5,285547,8.0
24.10~25.09,포천시,체험관광,3569861,2.5,127399,3.6
24.10~25.09,하남시,기타관광,5241775,3.7,5686,0.1
24.10~25.09,하남시,레저스포츠,5241775,3.7,199519,3.8
24.10~25.09,하남시,문화관광,5241775,3.7,484253,9.2
24.10~25.09,하남시,쇼핑,5241775,3.7,2163020,41.3
24.10~25.09,하남시,숙박,5241775,3.7,66417,1.3
24.10~25.09,하남시,역사관광,5241775,3.7,18682,0.4
24.10~25.09,하남시,음식,5241775,3.7,2296774,43.8
24.10~25.09,하남시,자연관광,5241775,3.7,4701,0.1
24.10~25.09,하남시,체험관광,5241775,3.7,2723,0.1
24.10~25.09,화성시,기타관광,9643684,6.8,627422,6.5
24.10~25.09,화성시,레저스포츠,9643684,6.8,627081,6.5
24.10~25.09,화성시,문화관광,9643684,6.8,1030154,10.7
24.10~25.09,화성시,쇼핑,9643684,6.8,820882,8.5
24.10~25.09,화성시,숙박,9643684,6.8,574626,6.0
24.10~25.09,화성시,역사관광,9643684,6.8,187826,1.9
24.10~25.09,화성시,음식,9643684,6.8,5048052,52.3
24.10~25.09,화성시,자연관광,9643684,6.8,530552,5.5
24.10~25.09,화성시,체험관광,9643684,6.8,197089,2.0
