거리구분명,방문자수,방문자비율
30km 미만,1475890.0,44.37
30km 이상 70km 미만,1512452.0,45.47
70km 이상 140km 미만 ,158032.0,4.75
140km 이상 190km 미만,49626.0,1.49
190km 이상 240km 미만,26008.0,0.78
240km 이상 ,104010.0,3.13
