국가명,비율(%)
중국,40.82
기타,19.56
필리핀,7.19
미국,7.19
인도네시아,5.58
인도,4.9
베트남,2.8
독일,2.13
러시아,1.86
일본,1.83
태국,1.27
카자흐스탄,1.1
프랑스,0.81
말레이시아,0.7
튀르키예,0.62
영국,0.46
캐나다,0.4
대만,0.3
멕시코,0.19
몽골,0.13
싱가포르,0.05
아랍에미리트,0.03
사우디아라비아,0.03
홍콩,0.03
