기준연월,목적지 유형,목적지 검색량
202103,전체,494570
202103,숙박,18386
202103,음식,188889
202103,기타관광,81250
202103,쇼핑,101305
202103,자연관광,4902
202103,문화관광,45642
202103,역사관광,7460
202103,체험관광,1542
202103,레저스포츠,45194
