기준연월,동반유형명,언급건수
202111,기타가족,11627
202111,자녀,5543
202111,친구,5401
202111,부모님,4902
202111,회사동료,4261
202111,배우자,2502
202111,싱글,1939
202111,연인,1638
202111,학생,1049
