기준연월,동반유형명,언급건수
202105,기타가족,12223
202105,자녀,5492
202105,부모님,5133
202105,회사동료,5000
202105,친구,4605
202105,배우자,2538
202105,싱글,1915
202105,연인,1697
202105,학생,947
