지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,1099.0,3.02
41113,수원시 권선구,1226.0,2.93
41115,수원시 팔달구,689.0,2.7
41117,수원시 영통구,984.0,2.97
41131,성남시 수정구,1030.0,2.93
41133,성남시 중원구,1152.0,2.77
41135,성남시 분당구,954.0,3.08
41150,의정부시,1566.0,2.94
41171,안양시 만안구,1072.0,2.84
41173,안양시 동안구,1196.0,3.01
41190,부천시,1470.0,2.99
41210,광명시,811.0,2.88
41220,평택시,2234.0,3.03
41250,동두천시,1484.0,2.86
41271,안산시 상록구,1610.0,2.93
41273,안산시 단원구,1167.0,2.81
41281,고양시 덕양구,993.0,2.97
41285,고양시 일산동구,958.0,3.03
41287,고양시 일산서구,986.0,2.96
41290,과천시,807.0,3.3
41310,구리시,720.0,2.9
41360,남양주시,1340.0,2.95
41370,오산시,1491.0,2.97
41390,시흥시,1287.0,2.92
41410,군포시,1270.0,2.97
41430,의왕시,747.0,2.89
41450,하남시,833.0,2.99
41461,용인시 처인구,1159.0,2.85
41463,용인시 기흥구,1128.0,3.01
41465,용인시 수지구,1400.0,3.07
41480,파주시,1206.0,2.9
41500,이천시,1195.0,2.91
41550,안성시,995.0,2.86
41570,김포시,1372.0,2.98
41590,화성시,1597.0,2.93
41610,광주시,1169.0,2.93
41630,양주시,1244.0,2.88
41650,포천시,1365.0,2.67
41670,여주시,1032.0,2.77
41800,연천군,1291.0,2.64
41820,가평군,1042.0,2.3
41830,양평군,841.0,2.53
