업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,49.3,2.0
쇼핑업,기타관광쇼핑,49.3,35.8
쇼핑업,대형쇼핑몰,49.3,62.2
숙박업,호텔,1.0,9.9
숙박업,캠핑장/펜션,1.0,5.6
숙박업,기타숙박,1.0,84.5
식음료업,일반외식업,26.3,83.4
식음료업,제과음료업,26.3,16.6
여가서비스업,관광유원시설,10.5,1.5
여가서비스업,골프장,10.5,80.9
여가서비스업,기타레저,10.5,8.9
여가서비스업,문화서비스,10.5,8.8
여행업,여행업,0.2,100.0
운송업,렌터카,11.8,0.1
운송업,육상운송,11.8,99.9
의료웰니스업,의료관광,1.0,14.0
의료웰니스업,뷰티,1.0,86.0
