업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,268446.0
쇼핑업,레저용품쇼핑,825.0
쇼핑업,기타관광쇼핑,57375.0
숙박업,캠핑장/펜션,60.0
숙박업,기타숙박,1365.0
식음료업,일반외식업,29046.0
식음료업,제과음료업,12024.0
여가서비스업,관광유원시설,478.0
여가서비스업,골프장,20401.0
여가서비스업,기타레저,4300.0
여가서비스업,문화서비스,519.0
운송업,육상운송,5722.0
운송업,렌터카,240.0
의료웰니스업,의료관광,6643.0
의료웰니스업,뷰티,2586.0
