업종중분류명,지역명,비율
음식,경상남도 김해시,49.8
쇼핑,경상남도 김해시,19.3
문화관광,경상남도 김해시,9.9
레저스포츠,경상남도 김해시,6.2
숙박,경상남도 김해시,5.5
기타관광,경상남도 김해시,4.6
역사관광,경상남도 김해시,2.3
자연관광,경상남도 김해시,1.8
체험관광,경상남도 김해시,0.6
