업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,240828.0
쇼핑업,레저용품쇼핑,904.0
쇼핑업,기타관광쇼핑,69539.0
숙박업,호텔,16166.0
숙박업,기타숙박,868.0
식음료업,일반외식업,21824.0
식음료업,제과음료업,14404.0
여가서비스업,관광유원시설,54.0
여가서비스업,골프장,6237.0
여가서비스업,기타레저,921.0
여가서비스업,문화서비스,628.0
운송업,육상운송,5460.0
의료웰니스업,의료관광,4843.0
의료웰니스업,뷰티,1212.0
