업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,56.2,1.9
쇼핑업,기타관광쇼핑,56.2,34.7
쇼핑업,대형쇼핑몰,56.2,63.4
숙박업,호텔,0.9,10.3
숙박업,캠핑장/펜션,0.9,4.1
숙박업,기타숙박,0.9,85.6
식음료업,일반외식업,23.6,83.0
식음료업,제과음료업,23.6,17.0
여가서비스업,관광유원시설,3.6,6.0
여가서비스업,골프장,3.6,56.1
여가서비스업,기타레저,3.6,22.0
여가서비스업,문화서비스,3.6,15.9
여행업,여행업,0.2,100.0
운송업,렌터카,14.5,0.1
운송업,육상운송,14.5,99.9
의료웰니스업,의료관광,1.1,15.8
의료웰니스업,뷰티,1.1,84.2
