업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,4812,6194,-22.3,44736,41109,8.8
레저스포츠,2698,2568,5.1,44736,41109,8.8
문화관광,4488,5100,-12.0,44736,41109,8.8
쇼핑,8552,8666,-1.3,44736,41109,8.8
숙박,1372,1161,18.2,44736,41109,8.8
역사관광,728,856,-15.0,44736,41109,8.8
음식,21053,15174,38.7,44736,41109,8.8
자연관광,748,1121,-33.3,44736,41109,8.8
체험관광,285,269,5.9,44736,41109,8.8
