업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,128,121,5.8,18823,15202,23.8
문화관광,3898,2029,92.1,18823,15202,23.8
쇼핑,2543,2299,10.6,18823,15202,23.8
숙박,803,647,24.1,18823,15202,23.8
역사관광,3,2,50.0,18823,15202,23.8
음식,11361,10009,13.5,18823,15202,23.8
자연관광,48,71,-32.4,18823,15202,23.8
체험관광,39,24,62.5,18823,15202,23.8
