유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,47.1,9.8
음식,외국식,47.1,7.6
음식,음식점기타,47.1,0.2
음식,전문음식,47.1,18.0
음식,카페/찻집,47.1,32.0
음식,한식,47.1,32.3
쇼핑,시장,19.1,2.0
쇼핑,쇼핑몰,19.1,95.9
쇼핑,기타쇼핑시설,19.1,2.0
기타관광,기타관광,10.8,100.0
문화관광,전시시설,10.0,7.0
문화관광,테마공원,10.0,5.9
문화관광,복합관광시설,10.0,11.3
문화관광,레저스포츠시설,10.0,3.3
문화관광,랜드마크관광,10.0,3.7
문화관광,도시공원,10.0,43.4
문화관광,도시/지역문화관광,10.0,0.1
문화관광,기타문화관광지,10.0,6.6
문화관광,공연시설,10.0,18.7
레저스포츠,육상레저스포츠,6.0,92.4
레저스포츠,수상레저스포츠,6.0,5.8
레저스포츠,기타레저스포츠,6.0,1.9
숙박,캠핑,3.1,44.9
숙박,호텔,3.1,34.7
숙박,호스텔,3.1,0.1
숙박,콘도미니엄,3.1,0.7
숙박,모텔,3.1,19.0
숙박,기타숙박,3.1,0.7
자연관광,자연경관(산),1.7,35.6
자연관광,자연경관(하천/해양),1.7,5.9
자연관광,자연공원,1.7,58.6
역사관광,역사유적지,1.6,41.8
역사관광,종교성지,1.6,58.1
역사관광,역사유물,1.6,0.1
체험관광,농/산/어촌체험,0.6,97.9
체험관광,웰니스관광,0.6,2.1
