업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,5135,5486,-6.4,37870,32156,17.8
레저스포츠,2825,2538,11.3,37870,32156,17.8
문화관광,4821,4668,3.3,37870,32156,17.8
쇼핑,6969,6849,1.8,37870,32156,17.8
숙박,1286,982,31.0,37870,32156,17.8
역사관광,639,701,-8.8,37870,32156,17.8
음식,15254,9945,53.4,37870,32156,17.8
자연관광,746,820,-9.0,37870,32156,17.8
체험관광,195,167,16.8,37870,32156,17.8
