업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,57.0,1.9
쇼핑업,기타관광쇼핑,57.0,33.4
쇼핑업,대형쇼핑몰,57.0,64.7
숙박업,호텔,0.8,8.1
숙박업,캠핑장/펜션,0.8,4.6
숙박업,기타숙박,0.8,87.3
식음료업,일반외식업,21.4,83.9
식음료업,제과음료업,21.4,16.1
여가서비스업,관광유원시설,4.8,4.6
여가서비스업,골프장,4.8,75.4
여가서비스업,기타레저,4.8,9.3
여가서비스업,문화서비스,4.8,10.7
여행업,여행업,0.1,100.0
운송업,렌터카,14.8,0.1
운송업,육상운송,14.8,99.9
의료웰니스업,의료관광,1.0,19.1
의료웰니스업,뷰티,1.0,80.9
