기준연월,목적지 유형,목적지 검색량
202105,전체,686204
202105,숙박,25126
202105,음식,256843
202105,기타관광,110502
202105,쇼핑,118656
202105,자연관광,9904
202105,문화관광,89686
202105,역사관광,13053
202105,체험관광,1694
202105,레저스포츠,60740
