업종중분류명,업체명,방문자수,순위
음식,스타벅스/파주야당DT점,37.0,1
음식,뮌스터담,33.0,2
음식,말똥도넛디저트타운/파주점,32.0,3
음식,앤드테라스/파주점,26.0,4
음식,더티트렁크,26.0,5
음식,평양손만두/파주운정점,23.0,6
음식,지씨에피세리,17.0,7
음식,심학산도토리국수/본점,16.0,8
음식,내사랑동까스,14.0,9
음식,훈장골/파주점,12.0,10
쇼핑,신세계프리미엄아울렛/파주점,204.0,1
쇼핑,롯데프리미엄아울렛/파주점,202.0,2
쇼핑,이마트/파주운정점,137.0,3
쇼핑,홈플러스/파주운정점,67.0,4
쇼핑,이마트/파주점,20.0,5
쇼핑,운정가구타운,14.0,6
쇼핑,홈플러스/파주문산점,6.0,7
쇼핑,금촌전통시장,4.0,8
쇼핑,봉일천종합시장,3.0,9
쇼핑,적성공설시장,2.0,10
문화관광,CGV/파주야당,29.0,1
문화관광,운정호수공원,27.0,2
문화관광,평화누리,14.0,3
문화관광,롯데시네마/파주운정,13.0,4
문화관광,자유로자동차극장,11.0,5
문화관광,메가박스/파주운정,11.0,6
문화관광,퍼스트가든,11.0,7
문화관광,메가박스/파주출판도시,6.0,8
문화관광,운정건강공원,5.0,9
문화관광,콰트로박스,5.0,10
