업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,55.7,2.1
쇼핑업,기타관광쇼핑,55.7,26.5
쇼핑업,대형쇼핑몰,55.7,71.3
숙박업,호텔,0.7,10.7
숙박업,캠핑장/펜션,0.7,4.9
숙박업,기타숙박,0.7,84.4
식음료업,일반외식업,22.5,84.7
식음료업,제과음료업,22.5,15.3
여가서비스업,관광유원시설,9.1,2.6
여가서비스업,골프장,9.1,80.8
여가서비스업,기타레저,9.1,11.4
여가서비스업,문화서비스,9.1,5.1
여행업,여행업,0.1,100.0
운송업,렌터카,11.1,0.1
운송업,육상운송,11.1,99.9
의료웰니스업,의료관광,0.9,16.5
의료웰니스업,뷰티,0.9,83.5
