업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,376991.0
쇼핑업,레저용품쇼핑,283.0
쇼핑업,기타관광쇼핑,70007.0
숙박업,호텔,108.0
숙박업,기타숙박,3024.0
식음료업,일반외식업,35776.0
식음료업,제과음료업,8533.0
여가서비스업,관광유원시설,762.0
여가서비스업,골프장,27894.0
여가서비스업,기타레저,1886.0
여가서비스업,문화서비스,384.0
운송업,육상운송,7014.0
의료웰니스업,의료관광,6933.0
의료웰니스업,뷰티,3214.0
