유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,외국식,42.8,8.4
음식,간이음식,42.8,8.8
음식,음식점기타,42.8,0.4
음식,전문음식,42.8,21.1
음식,카페/찻집,42.8,24.4
음식,한식,42.8,36.8
쇼핑,기타쇼핑시설,18.0,4.4
쇼핑,시장,18.0,1.7
쇼핑,쇼핑몰,18.0,93.8
기타관광,기타관광,14.8,100.0
문화관광,복합관광시설,9.7,8.2
문화관광,전시시설,9.7,3.8
문화관광,테마공원,9.7,6.4
문화관광,레저스포츠시설,9.7,5.2
문화관광,랜드마크관광,9.7,4.3
문화관광,도시공원,9.7,60.1
문화관광,기타문화관광지,9.7,2.4
문화관광,공연시설,9.7,9.7
레저스포츠,육상레저스포츠,7.0,94.2
레저스포츠,수상레저스포츠,7.0,4.8
레저스포츠,기타레저스포츠,7.0,1.0
자연관광,자연공원,2.5,46.2
자연관광,자연경관(하천/해양),2.5,7.7
자연관광,자연경관(산),2.5,46.1
숙박,모텔,2.5,22.7
역사관광,종교성지,2.5,60.9
역사관광,역사유적지,2.5,37.5
역사관광,역사유물,2.5,1.6
숙박,호텔,2.5,8.1
숙박,콘도미니엄,2.5,2.2
숙박,캠핑,2.5,66.6
숙박,기타숙박,2.5,0.5
체험관광,농/산/어촌체험,0.2,100.0
