광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,7,15.9
강원특별자치도,원주시,12,27.3
강원특별자치도,강릉시,2,4.5
강원특별자치도,속초시,1,2.3
강원특별자치도,삼척시,1,2.3
강원특별자치도,홍천군,4,9.1
강원특별자치도,철원군,11,25.0
강원특별자치도,화천군,4,9.1
강원특별자치도,인제군,1,2.3
강원특별자치도,고성군,1,2.3
경기도,수원시 장안구,13,0.2
경기도,수원시 권선구,40,0.6
경기도,수원시 팔달구,14,0.2
경기도,수원시 영통구,38,0.6
경기도,성남시 수정구,18,0.3
경기도,성남시 중원구,8,0.1
경기도,성남시 분당구,38,0.6
경기도,의정부시,172,2.6
경기도,안양시 만안구,32,0.5
경기도,안양시 동안구,37,0.6
경기도,부천시,282,4.2
경기도,광명시,60,0.9
경기도,평택시,39,0.6
경기도,동두천시,39,0.6
경기도,안산시 상록구,40,0.6
경기도,안산시 단원구,30,0.5
경기도,고양시 덕양구,1284,19.3
경기도,고양시 일산동구,1286,19.3
경기도,고양시 일산서구,1372,20.6
경기도,과천시,12,0.2
경기도,구리시,43,0.6
경기도,남양주시,127,1.9
경기도,오산시,21,0.3
경기도,시흥시,105,1.6
경기도,군포시,41,0.6
경기도,의왕시,12,0.2
경기도,하남시,47,0.7
경기도,용인시 처인구,22,0.3
경기도,용인시 기흥구,33,0.5
경기도,용인시 수지구,16,0.2
경기도,이천시,38,0.6
경기도,안성시,10,0.2
경기도,김포시,596,9.0
경기도,화성시,96,1.4
경기도,광주시,35,0.5
경기도,양주시,353,5.3
경기도,포천시,59,0.9
경기도,여주시,8,0.1
경기도,연천군,116,1.7
경기도,가평군,13,0.2
경기도,양평군,14,0.2
경상남도,창원시 의창구,2,22.2
경상남도,창원시 성산구,1,11.1
경상남도,진주시,1,11.1
경상남도,김해시,1,11.1
경상남도,거제시,1,11.1
경상남도,양산시,1,11.1
경상남도,함양군,1,11.1
경상남도,합천군,1,11.1
경상북도,포항시 남구,6,16.2
경상북도,경주시,2,5.4
경상북도,김천시,1,2.7
경상북도,구미시,14,37.8
경상북도,상주시,3,8.1
경상북도,문경시,5,13.5
경상북도,의성군,1,2.7
경상북도,영덕군,1,2.7
경상북도,칠곡군,4,10.8
광주광역시,동구,1,33.3
광주광역시,북구,1,33.3
광주광역시,광산구,1,33.3
대구광역시,동구,1,8.3
대구광역시,서구,1,8.3
대구광역시,북구,2,16.7
대구광역시,수성구,2,16.7
대구광역시,달성군,5,41.7
대구광역시,군위군,1,8.3
대전광역시,중구,1,10.0
대전광역시,서구,2,20.0
대전광역시,유성구,4,40.0
대전광역시,대덕구,3,30.0
부산광역시,사하구,1,100.0
서울특별시,종로구,45,1.7
서울특별시,중구,41,1.5
서울특별시,용산구,78,2.9
서울특별시,성동구,42,1.6
서울특별시,광진구,50,1.8
서울특별시,동대문구,34,1.3
서울특별시,중랑구,36,1.3
서울특별시,성북구,52,1.9
서울특별시,강북구,24,0.9
서울특별시,도봉구,45,1.7
서울특별시,노원구,76,2.8
서울특별시,은평구,280,10.4
서울특별시,서대문구,151,5.6
서울특별시,마포구,333,12.3
서울특별시,양천구,206,7.6
서울특별시,강서구,374,13.8
서울특별시,구로구,112,4.1
서울특별시,금천구,52,1.9
서울특별시,영등포구,197,7.3
서울특별시,동작구,89,3.3
서울특별시,관악구,48,1.8
서울특별시,서초구,105,3.9
서울특별시,강남구,109,4.0
서울특별시,송파구,76,2.8
서울특별시,강동구,48,1.8
울산광역시,남구,2,66.7
울산광역시,울주군,1,33.3
인천광역시,중구,56,6.1
인천광역시,동구,17,1.9
인천광역시,미추홀구,95,10.4
인천광역시,연수구,66,7.2
인천광역시,남동구,113,12.3
인천광역시,부평구,133,14.5
인천광역시,계양구,137,15.0
인천광역시,서구,271,29.6
인천광역시,강화군,26,2.8
인천광역시,옹진군,1,0.1
전라남도,목포시,1,50.0
전라남도,광양시,1,50.0
전북특별자치도,전주시 덕진구,3,33.3
전북특별자치도,군산시,3,33.3
전북특별자치도,익산시,2,22.2
전북특별자치도,김제시,1,11.1
충청남도,천안시 동남구,10,16.1
충청남도,천안시 서북구,16,25.8
충청남도,공주시,4,6.5
충청남도,아산시,19,30.6
충청남도,서산시,3,4.8
충청남도,논산시,2,3.2
충청남도,당진시,3,4.8
충청남도,홍성군,3,4.8
충청남도,예산군,1,1.6
충청남도,태안군,1,1.6
충청북도,청주시 서원구,3,8.8
충청북도,청주시 흥덕구,3,8.8
충청북도,청주시 청원구,7,20.6
충청북도,충주시,10,29.4
충청북도,보은군,2,5.9
충청북도,진천군,1,2.9
충청북도,괴산군,1,2.9
충청북도,음성군,6,17.6
충청북도,단양군,1,2.9
