SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1450","595","2045","20240426"
"1","2","여수여행","여행","국내여행","전라남도","1125","365","1490","20240426"
"2","3","경주여행","여행","국내여행","경상북도","988","488","1476","20240426"
"3","4","제주여행","여행","국내여행","제주특별자치도","927","375","1302","20240426"
"4","5","군산여행","여행","국내여행","전라북도","892","246","1138","20240426"
"5","6","강릉여행","여행","국내여행","강원도","727","274","1001","20240426"
"6","7","전주여행","여행","국내여행","전라북도","673","282","955","20240426"
"7","8","속초여행","여행","국내여행","강원도","563","216","779","20240426"
"8","9","대전여행","여행","국내여행","대전광역시","555","188","743","20240426"
"9","10","목포여행","여행","국내여행","전라남도","522","206","728","20240426"
