SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1744","790","2534","20250218"
"1","2","군산여행","여행","국내여행","전라북도","1149","459","1608","20250218"
"2","3","경주여행","여행","국내여행","경상북도","1080","527","1607","20250218"
"3","4","제주여행","여행","국내여행","제주특별자치도","1016","361","1377","20250218"
"4","5","강릉여행","여행","국내여행","강원도","901","449","1350","20250218"
"5","6","여수여행","여행","국내여행","전라남도","814","417","1231","20250218"
"6","7","전주여행","여행","국내여행","전라북도","779","379","1158","20250218"
"7","8","대전여행","여행","국내여행","대전광역시","759","324","1083","20250218"
"8","9","속초여행","여행","국내여행","강원도","631","334","965","20250218"
"9","10","목포여행","여행","국내여행","전라남도","570","315","885","20250218"
