SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1122","557","1679","20250418"
"1","2","경주여행","여행","국내여행","경상북도","756","466","1222","20250418"
"2","3","군산여행","여행","국내여행","전라북도","783","367","1150","20250418"
"3","4","제주여행","여행","국내여행","제주특별자치도","741","354","1095","20250418"
"4","5","전주여행","여행","국내여행","전라북도","648","337","985","20250418"
"5","6","강릉여행","여행","국내여행","강원도","631","306","937","20250418"
"6","7","여수여행","여행","국내여행","전라남도","606","276","882","20250418"
"7","8","대전여행","여행","국내여행","대전광역시","460","228","688","20250418"
"8","9","속초여행","여행","국내여행","강원도","462","223","685","20250418"
"9","10","목포여행","여행","국내여행","전라남도","464","201","665","20250418"
