SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1660","778","2438","20250213"
"1","2","경주여행","여행","국내여행","경상북도","823","437","1260","20250213"
"2","3","군산여행","여행","국내여행","전라북도","882","343","1225","20250213"
"3","4","제주여행","여행","국내여행","제주특별자치도","881","319","1200","20250213"
"4","5","강릉여행","여행","국내여행","강원도","759","400","1159","20250213"
"5","6","여수여행","여행","국내여행","전라남도","714","340","1054","20250213"
"6","7","전주여행","여행","국내여행","전라북도","677","306","983","20250213"
"7","8","속초여행","여행","국내여행","강원도","585","321","906","20250213"
"8","9","대전여행","여행","국내여행","대전광역시","605","269","874","20250213"
"9","10","대구여행","여행","국내여행","대구광역시","511","237","748","20250213"
