SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1051","533","1584","20250403"
"1","2","제주여행","여행","국내여행","제주특별자치도","894","437","1331","20250403"
"2","3","경주여행","여행","국내여행","경상북도","821","499","1320","20250403"
"3","4","군산여행","여행","국내여행","전라북도","745","321","1066","20250403"
"4","5","여수여행","여행","국내여행","전라남도","613","302","915","20250403"
"5","6","강릉여행","여행","국내여행","강원도","545","319","864","20250403"
"6","7","전주여행","여행","국내여행","전라북도","539","198","737","20250403"
"7","8","목포여행","여행","국내여행","전라남도","424","278","702","20250403"
"8","9","대전여행","여행","국내여행","대전광역시","445","205","650","20250403"
"9","10","속초여행","여행","국내여행","강원도","372","278","650","20250403"
