SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1880","689","2569","20240103"
"1","2","제주여행","여행","국내여행","제주특별자치도","1562","437","1999","20240103"
"2","3","여수여행","여행","국내여행","전라남도","1120","286","1406","20240103"
"3","4","경주여행","여행","국내여행","경상북도","898","328","1226","20240103"
"4","5","강릉여행","여행","국내여행","강원도","828","285","1113","20240103"
"5","6","군산여행","여행","국내여행","전라북도","809","224","1033","20240103"
"6","7","전주여행","여행","국내여행","전라북도","685","202","887","20240103"
"7","8","속초여행","여행","국내여행","강원도","545","229","774","20240103"
"8","9","대전여행","여행","국내여행","대전광역시","545","197","742","20240103"
"9","10","대구여행","여행","국내여행","대구광역시","528","182","710","20240103"
