SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2192","270","2462","20250503"
"1","2","군산여행","여행","국내여행","전라북도","2000","169","2169","20250503"
"2","3","경주여행","여행","국내여행","경상북도","1257","178","1435","20250503"
"3","4","전주여행","여행","국내여행","전라북도","1185","131","1316","20250503"
"4","5","강릉여행","여행","국내여행","강원도","1151","165","1316","20250503"
"5","6","여수여행","여행","국내여행","전라남도","1110","151","1261","20250503"
"6","7","속초여행","여행","국내여행","강원도","1092","131","1223","20250503"
"7","8","대구여행","여행","국내여행","대구광역시","1017","107","1124","20250503"
"8","9","목포여행","여행","국내여행","전라남도","1016","93","1109","20250503"
"9","10","대전여행","여행","국내여행","대전광역시","882","139","1021","20250503"
