SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1420","703","2123","20240325"
"1","2","여수여행","여행","국내여행","전라남도","1299","517","1816","20240325"
"2","3","제주여행","여행","국내여행","제주특별자치도","1268","533","1801","20240325"
"3","4","경주여행","여행","국내여행","경상북도","1160","584","1744","20240325"
"4","5","군산여행","여행","국내여행","전라북도","862","295","1157","20240325"
"5","6","강릉여행","여행","국내여행","강원도","689","304","993","20240325"
"6","7","전주여행","여행","국내여행","전라북도","684","300","984","20240325"
"7","8","목포여행","여행","국내여행","전라남도","528","238","766","20240325"
"8","9","대구여행","여행","국내여행","대구광역시","525","210","735","20240325"
"9","10","속초여행","여행","국내여행","강원도","383","254","637","20240325"
