SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1041","527","1568","20250321"
"1","2","경주여행","여행","국내여행","경상북도","767","481","1248","20250321"
"2","3","군산여행","여행","국내여행","전라북도","853","307","1160","20250321"
"3","4","제주여행","여행","국내여행","제주특별자치도","780","330","1110","20250321"
"4","5","여수여행","여행","국내여행","전라남도","604","249","853","20250321"
"5","6","강릉여행","여행","국내여행","강원도","600","245","845","20250321"
"6","7","전주여행","여행","국내여행","전라북도","522","243","765","20250321"
"7","8","속초여행","여행","국내여행","강원도","505","199","704","20250321"
"8","9","대전여행","여행","국내여행","대전광역시","437","154","591","20250321"
"9","10","대구여행","여행","국내여행","대구광역시","366","169","535","20250321"
