SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1185","562","1747","20241021"
"1","2","경주여행","여행","국내여행","경상북도","987","497","1484","20241021"
"2","3","제주여행","여행","국내여행","제주특별자치도","901","340","1241","20241021"
"3","4","여수여행","여행","국내여행","전라남도","742","351","1093","20241021"
"4","5","군산여행","여행","국내여행","전라북도","816","276","1092","20241021"
"5","6","전주여행","여행","국내여행","전라북도","585","253","838","20241021"
"6","7","강릉여행","여행","국내여행","강원도","522","237","759","20241021"
"7","8","속초여행","여행","국내여행","강원도","509","238","747","20241021"
"8","9","대구여행","여행","국내여행","대구광역시","485","225","710","20241021"
"9","10","대전여행","여행","국내여행","대전광역시","476","151","627","20241021"
