SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1085","485","1570","20241017"
"1","2","경주여행","여행","국내여행","경상북도","885","427","1312","20241017"
"2","3","제주여행","여행","국내여행","제주특별자치도","840","348","1188","20241017"
"3","4","군산여행","여행","국내여행","전라북도","758","238","996","20241017"
"4","5","여수여행","여행","국내여행","전라남도","642","266","908","20241017"
"5","6","전주여행","여행","국내여행","전라북도","556","225","781","20241017"
"6","7","강릉여행","여행","국내여행","강원도","543","236","779","20241017"
"7","8","대전여행","여행","국내여행","대전광역시","474","161","635","20241017"
"8","9","속초여행","여행","국내여행","강원도","456","168","624","20241017"
"9","10","통영여행","여행","국내여행","경상남도","387","156","543","20241017"
