SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1650","188","1838","20240413"
"1","2","여수여행","여행","국내여행","전라남도","1375","162","1537","20240413"
"2","3","경주여행","여행","국내여행","경상북도","1172","165","1337","20240413"
"3","4","제주여행","여행","국내여행","제주특별자치도","1081","180","1261","20240413"
"4","5","군산여행","여행","국내여행","전라북도","1012","104","1116","20240413"
"5","6","전주여행","여행","국내여행","전라북도","805","86","891","20240413"
"6","7","강릉여행","여행","국내여행","강원도","708","108","816","20240413"
"7","8","대구여행","여행","국내여행","대구광역시","636","78","714","20240413"
"8","9","목포여행","여행","국내여행","전라남도","621","72","693","20240413"
"9","10","속초여행","여행","국내여행","강원도","561","66","627","20240413"
