SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1444","186","1630","20240928"
"1","2","경주여행","여행","국내여행","경상북도","1191","180","1371","20240928"
"2","3","군산여행","여행","국내여행","전라북도","1113","101","1214","20240928"
"3","4","제주여행","여행","국내여행","제주특별자치도","1016","152","1168","20240928"
"4","5","여수여행","여행","국내여행","전라남도","820","126","946","20240928"
"5","6","전주여행","여행","국내여행","전라북도","770","106","876","20240928"
"6","7","속초여행","여행","국내여행","강원도","709","112","821","20240928"
"7","8","강릉여행","여행","국내여행","강원도","669","141","810","20240928"
"8","9","대전여행","여행","국내여행","대전광역시","672","92","764","20240928"
"9","10","목포여행","여행","국내여행","전라남도","550","86","636","20240928"
