SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1043","495","1538","20241204"
"1","2","제주여행","여행","국내여행","제주특별자치도","752","225","977","20241204"
"2","3","여수여행","여행","국내여행","전라남도","516","201","717","20241204"
"3","4","경주여행","여행","국내여행","경상북도","511","194","705","20241204"
"4","5","강릉여행","여행","국내여행","강원도","494","195","689","20241204"
"5","6","속초여행","여행","국내여행","강원도","373","190","563","20241204"
"6","7","군산여행","여행","국내여행","전라북도","417","137","554","20241204"
"7","8","전주여행","여행","국내여행","전라북도","313","158","471","20241204"
"8","9","대전여행","여행","국내여행","대전광역시","308","114","422","20241204"
"9","10","대구여행","여행","국내여행","대구광역시","298","109","407","20241204"
