SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1108","431","1539","20241031"
"1","2","경주여행","여행","국내여행","경상북도","826","408","1234","20241031"
"2","3","제주여행","여행","국내여행","제주특별자치도","818","321","1139","20241031"
"3","4","군산여행","여행","국내여행","전라북도","755","226","981","20241031"
"4","5","여수여행","여행","국내여행","전라남도","674","262","936","20241031"
"5","6","강릉여행","여행","국내여행","강원도","551","260","811","20241031"
"6","7","전주여행","여행","국내여행","전라북도","592","195","787","20241031"
"7","8","속초여행","여행","국내여행","강원도","459","194","653","20241031"
"8","9","대전여행","여행","국내여행","대전광역시","397","156","553","20241031"
"9","10","대구여행","여행","국내여행","대구광역시","401","143","544","20241031"
