SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2320","1082","3402","20240723"
"1","2","여수여행","여행","국내여행","전라남도","1663","780","2443","20240723"
"2","3","경주여행","여행","국내여행","경상북도","1086","556","1642","20240723"
"3","4","제주여행","여행","국내여행","제주특별자치도","1201","411","1612","20240723"
"4","5","속초여행","여행","국내여행","강원도","1017","462","1479","20240723"
"5","6","강릉여행","여행","국내여행","강원도","953","512","1465","20240723"
"6","7","군산여행","여행","국내여행","전라북도","1058","362","1420","20240723"
"7","8","남해여행","여행","국내여행","경상남도","902","399","1301","20240723"
"8","9","전주여행","여행","국내여행","전라북도","716","305","1021","20240723"
"9","10","목포여행","여행","국내여행","전라남도","685","327","1012","20240723"
