SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2088","899","2987","20240812"
"1","2","여수여행","여행","국내여행","전라남도","1425","646","2071","20240812"
"2","3","제주여행","여행","국내여행","제주특별자치도","1153","447","1600","20240812"
"3","4","속초여행","여행","국내여행","강원도","1140","448","1588","20240812"
"4","5","경주여행","여행","국내여행","경상북도","1048","517","1565","20240812"
"5","6","강릉여행","여행","국내여행","강원도","1037","499","1536","20240812"
"6","7","군산여행","여행","국내여행","전라북도","1058","341","1399","20240812"
"7","8","남해여행","여행","국내여행","경상남도","816","355","1171","20240812"
"8","9","목포여행","여행","국내여행","전라남도","835","313","1148","20240812"
"9","10","전주여행","여행","국내여행","전라북도","698","276","974","20240812"
