SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1316","551","1867","20241126"
"1","2","제주여행","여행","국내여행","제주특별자치도","808","334","1142","20241126"
"2","3","경주여행","여행","국내여행","경상북도","644","333","977","20241126"
"3","4","강릉여행","여행","국내여행","강원도","583","312","895","20241126"
"4","5","여수여행","여행","국내여행","전라남도","636","236","872","20241126"
"5","6","속초여행","여행","국내여행","강원도","501","231","732","20241126"
"6","7","군산여행","여행","국내여행","전라북도","511","205","716","20241126"
"7","8","전주여행","여행","국내여행","전라북도","400","209","609","20241126"
"8","9","대구여행","여행","국내여행","대구광역시","396","175","571","20241126"
"9","10","대전여행","여행","국내여행","대전광역시","378","183","561","20241126"
