SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1448","659","2107","20250605"
"1","2","군산여행","여행","국내여행","전라북도","1235","451","1686","20250605"
"2","3","여수여행","여행","국내여행","전라남도","1031","483","1514","20250605"
"3","4","강릉여행","여행","국내여행","강원도","938","459","1397","20250605"
"4","5","경주여행","여행","국내여행","경상북도","934","431","1365","20250605"
"5","6","제주여행","여행","국내여행","제주특별자치도","760","471","1231","20250605"
"6","7","전주여행","여행","국내여행","전라북도","771","385","1156","20250605"
"7","8","속초여행","여행","국내여행","강원도","746","351","1097","20250605"
"8","9","대전여행","여행","국내여행","대전광역시","700","290","990","20250605"
"9","10","목포여행","여행","국내여행","전라남도","602","316","918","20250605"
