SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1462","688","2150","20240508"
"1","2","여수여행","여행","국내여행","전라남도","1090","415","1505","20240508"
"2","3","제주여행","여행","국내여행","제주특별자치도","1059","386","1445","20240508"
"3","4","경주여행","여행","국내여행","경상북도","854","448","1302","20240508"
"4","5","강릉여행","여행","국내여행","강원도","657","288","945","20240508"
"5","6","군산여행","여행","국내여행","전라북도","690","240","930","20240508"
"6","7","전주여행","여행","국내여행","전라북도","565","207","772","20240508"
"7","8","속초여행","여행","국내여행","강원도","529","219","748","20240508"
"8","9","대전여행","여행","국내여행","대전광역시","506","213","719","20240508"
"9","10","대구여행","여행","국내여행","대구광역시","513","171","684","20240508"
