SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","944","410","1354","20250304"
"1","2","제주여행","여행","국내여행","제주특별자치도","821","285","1106","20250304"
"2","3","경주여행","여행","국내여행","경상북도","690","331","1021","20250304"
"3","4","군산여행","여행","국내여행","전라북도","630","239","869","20250304"
"4","5","강릉여행","여행","국내여행","강원도","463","285","748","20250304"
"5","6","여수여행","여행","국내여행","전라남도","451","243","694","20250304"
"6","7","전주여행","여행","국내여행","전라북도","415","186","601","20250304"
"7","8","대전여행","여행","국내여행","대전광역시","408","172","580","20250304"
"8","9","속초여행","여행","국내여행","강원도","358","183","541","20250304"
"9","10","대구여행","여행","국내여행","대구광역시","380","154","534","20250304"
