SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2733","409","3142","20240721"
"1","2","여수여행","여행","국내여행","전라남도","2025","273","2298","20240721"
"2","3","제주여행","여행","국내여행","제주특별자치도","1374","179","1553","20240721"
"3","4","경주여행","여행","국내여행","경상북도","1306","180","1486","20240721"
"4","5","군산여행","여행","국내여행","전라북도","1250","122","1372","20240721"
"5","6","강릉여행","여행","국내여행","강원도","1186","186","1372","20240721"
"6","7","속초여행","여행","국내여행","강원도","1198","164","1362","20240721"
"7","8","남해여행","여행","국내여행","경상남도","1218","134","1352","20240721"
"8","9","통영여행","여행","국내여행","경상남도","820","122","942","20240721"
"9","10","전주여행","여행","국내여행","전라북도","823","112","935","20240721"
