SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1810","719","2529","20240705"
"1","2","여수여행","여행","국내여행","전라남도","1258","454","1712","20240705"
"2","3","제주여행","여행","국내여행","제주특별자치도","858","371","1229","20240705"
"3","4","경주여행","여행","국내여행","경상북도","847","368","1215","20240705"
"4","5","강릉여행","여행","국내여행","강원도","810","320","1130","20240705"
"5","6","속초여행","여행","국내여행","강원도","784","327","1111","20240705"
"6","7","군산여행","여행","국내여행","전라북도","793","274","1067","20240705"
"7","8","대전여행","여행","국내여행","대전광역시","578","207","785","20240705"
"8","9","목포여행","여행","국내여행","전라남도","500","209","709","20240705"
"9","10","전주여행","여행","국내여행","전라북도","466","161","627","20240705"
