SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2276","923","3199","20240725"
"1","2","여수여행","여행","국내여행","전라남도","1608","697","2305","20240725"
"2","3","강릉여행","여행","국내여행","강원도","1037","480","1517","20240725"
"3","4","속초여행","여행","국내여행","강원도","1022","431","1453","20240725"
"4","5","경주여행","여행","국내여행","경상북도","974","473","1447","20240725"
"5","6","제주여행","여행","국내여행","제주특별자치도","1035","361","1396","20240725"
"6","7","군산여행","여행","국내여행","전라북도","1044","302","1346","20240725"
"7","8","남해여행","여행","국내여행","경상남도","836","326","1162","20240725"
"8","9","목포여행","여행","국내여행","전라남도","694","323","1017","20240725"
"9","10","전주여행","여행","국내여행","전라북도","686","289","975","20240725"
