SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1207","522","1729","20241128"
"1","2","제주여행","여행","국내여행","제주특별자치도","879","247","1126","20241128"
"2","3","여수여행","여행","국내여행","전라남도","579","198","777","20241128"
"3","4","경주여행","여행","국내여행","경상북도","541","218","759","20241128"
"4","5","강릉여행","여행","국내여행","강원도","500","191","691","20241128"
"5","6","군산여행","여행","국내여행","전라북도","442","136","578","20241128"
"6","7","속초여행","여행","국내여행","강원도","426","148","574","20241128"
"7","8","전주여행","여행","국내여행","전라북도","363","136","499","20241128"
"8","9","대구여행","여행","국내여행","대구광역시","339","153","492","20241128"
"9","10","대전여행","여행","국내여행","대전광역시","332","120","452","20241128"
