SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2486","1096","3582","20240722"
"1","2","여수여행","여행","국내여행","전라남도","1783","809","2592","20240722"
"2","3","경주여행","여행","국내여행","경상북도","1049","552","1601","20240722"
"3","4","강릉여행","여행","국내여행","강원도","1037","537","1574","20240722"
"4","5","제주여행","여행","국내여행","제주특별자치도","1102","444","1546","20240722"
"5","6","속초여행","여행","국내여행","강원도","964","536","1500","20240722"
"6","7","군산여행","여행","국내여행","전라북도","1076","370","1446","20240722"
"7","8","남해여행","여행","국내여행","경상남도","922","476","1398","20240722"
"8","9","전주여행","여행","국내여행","전라북도","742","345","1087","20240722"
"9","10","목포여행","여행","국내여행","전라남도","736","347","1083","20240722"
