SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2264","357","2621","20240602"
"1","2","여수여행","여행","국내여행","전라남도","1687","176","1863","20240602"
"2","3","경주여행","여행","국내여행","경상북도","1568","202","1770","20240602"
"3","4","군산여행","여행","국내여행","전라북도","1263","120","1383","20240602"
"4","5","제주여행","여행","국내여행","제주특별자치도","1146","143","1289","20240602"
"5","6","강릉여행","여행","국내여행","강원도","1086","195","1281","20240602"
"6","7","속초여행","여행","국내여행","강원도","1015","134","1149","20240602"
"7","8","전주여행","여행","국내여행","전라북도","860","125","985","20240602"
"8","9","대구여행","여행","국내여행","대구광역시","779","82","861","20240602"
"9","10","대전여행","여행","국내여행","대전광역시","763","91","854","20240602"
