SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2201","356","2557","20240707"
"1","2","여수여행","여행","국내여행","전라남도","1724","221","1945","20240707"
"2","3","제주여행","여행","국내여행","제주특별자치도","1273","146","1419","20240707"
"3","4","경주여행","여행","국내여행","경상북도","1104","149","1253","20240707"
"4","5","강릉여행","여행","국내여행","강원도","998","166","1164","20240707"
"5","6","속초여행","여행","국내여행","강원도","966","148","1114","20240707"
"6","7","군산여행","여행","국내여행","전라북도","968","94","1062","20240707"
"7","8","대전여행","여행","국내여행","대전광역시","776","94","870","20240707"
"8","9","목포여행","여행","국내여행","전라남도","766","98","864","20240707"
"9","10","전주여행","여행","국내여행","전라북도","606","95","701","20240707"
