SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2448","984","3432","20240219"
"1","2","제주여행","여행","국내여행","제주특별자치도","1862","554","2416","20240219"
"2","3","여수여행","여행","국내여행","전라남도","1387","517","1904","20240219"
"3","4","경주여행","여행","국내여행","경상북도","1208","614","1822","20240219"
"4","5","군산여행","여행","국내여행","전라북도","1274","437","1711","20240219"
"5","6","강릉여행","여행","국내여행","강원도","1018","472","1490","20240219"
"6","7","전주여행","여행","국내여행","전라북도","943","393","1336","20240219"
"7","8","대구여행","여행","국내여행","대구광역시","703","359","1062","20240219"
"8","9","목포여행","여행","국내여행","전라남도","733","282","1015","20240219"
"9","10","속초여행","여행","국내여행","강원도","715","265","980","20240219"
