SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1248","553","1801","20240902"
"1","2","경주여행","여행","국내여행","경상북도","989","449","1438","20240902"
"2","3","제주여행","여행","국내여행","제주특별자치도","898","351","1249","20240902"
"3","4","여수여행","여행","국내여행","전라남도","822","392","1214","20240902"
"4","5","강릉여행","여행","국내여행","강원도","680","270","950","20240902"
"5","6","군산여행","여행","국내여행","전라북도","714","225","939","20240902"
"6","7","전주여행","여행","국내여행","전라북도","568","230","798","20240902"
"7","8","속초여행","여행","국내여행","강원도","529","221","750","20240902"
"8","9","대전여행","여행","국내여행","대전광역시","507","163","670","20240902"
"9","10","목포여행","여행","국내여행","전라남도","489","174","663","20240902"
