SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1692","261","1953","20240818"
"1","2","여수여행","여행","국내여행","전라남도","1251","188","1439","20240818"
"2","3","제주여행","여행","국내여행","제주특별자치도","1106","164","1270","20240818"
"3","4","경주여행","여행","국내여행","경상북도","1018","139","1157","20240818"
"4","5","강릉여행","여행","국내여행","강원도","914","136","1050","20240818"
"5","6","군산여행","여행","국내여행","전라북도","943","100","1043","20240818"
"6","7","속초여행","여행","국내여행","강원도","855","153","1008","20240818"
"7","8","전주여행","여행","국내여행","전라북도","676","100","776","20240818"
"8","9","대전여행","여행","국내여행","대전광역시","617","98","715","20240818"
"9","10","남해여행","여행","국내여행","경상남도","621","81","702","20240818"
