SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1769","662","2431","20240207"
"1","2","제주여행","여행","국내여행","제주특별자치도","1104","407","1511","20240207"
"2","3","여수여행","여행","국내여행","전라남도","1011","415","1426","20240207"
"3","4","경주여행","여행","국내여행","경상북도","874","380","1254","20240207"
"4","5","강릉여행","여행","국내여행","강원도","816","365","1181","20240207"
"5","6","군산여행","여행","국내여행","전라북도","815","209","1024","20240207"
"6","7","전주여행","여행","국내여행","전라북도","606","224","830","20240207"
"7","8","속초여행","여행","국내여행","강원도","591","215","806","20240207"
"8","9","대구여행","여행","국내여행","대구광역시","491","280","771","20240207"
"9","10","목포여행","여행","국내여행","전라남도","440","161","601","20240207"
