SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1459","413","1872","20241004"
"1","2","경주여행","여행","국내여행","경상북도","1318","483","1801","20241004"
"2","3","군산여행","여행","국내여행","전라북도","1174","248","1422","20241004"
"3","4","제주여행","여행","국내여행","제주특별자치도","862","420","1282","20241004"
"4","5","여수여행","여행","국내여행","전라남도","901","250","1151","20241004"
"5","6","강릉여행","여행","국내여행","강원도","797","262","1059","20241004"
"6","7","전주여행","여행","국내여행","전라북도","754","237","991","20241004"
"7","8","속초여행","여행","국내여행","강원도","769","164","933","20241004"
"8","9","대전여행","여행","국내여행","대전광역시","598","171","769","20241004"
"9","10","대구여행","여행","국내여행","대구광역시","601","146","747","20241004"
