SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1628","251","1879","20250706"
"1","2","제주여행","여행","국내여행","제주특별자치도","1001","482","1483","20250706"
"2","3","여수여행","여행","국내여행","전라남도","1013","160","1173","20250706"
"3","4","강릉여행","여행","국내여행","강원도","933","184","1117","20250706"
"4","5","속초여행","여행","국내여행","강원도","754","158","912","20250706"
"5","6","경주여행","여행","국내여행","경상북도","736","145","881","20250706"
"6","7","군산여행","여행","국내여행","전라북도","752","94","846","20250706"
"7","8","남해여행","여행","국내여행","경상남도","590","107","697","20250706"
"8","9","목포여행","여행","국내여행","전라남도","603","86","689","20250706"
"9","10","대전여행","여행","국내여행","대전광역시","548","104","652","20250706"
